epoch,value
1708316519.284,84.158416
1708316520.284,92.929293
1708316521.284,100.000000
1708316522.284,99.009901
1708316523.284,100.000000
1708316524.284,99.000000
1708316525.284,100.000000
1708316526.284,99.000000
1708316527.285,99.000000
1708316528.285,100.000000
1708316529.285,98.019802
1708316530.284,100.000000
1708316531.284,99.000000
1708316532.285,86.000000
1708316533.285,62.886598
1708316534.284,90.000000
1708316535.284,99.000000
1708316536.284,100.000000
1708316537.284,98.000000
1708316538.284,91.000000
1708316539.284,94.791667
1708316540.284,98.019802
1708316541.284,100.000000
1708316542.285,98.989899
1708316543.284,99.000000
1708316544.284,99.009901
1708316545.284,100.000000
1708316546.284,99.000000
1708316547.284,99.000000
1708316548.284,100.000000
1708316549.284,100.000000
1708316550.284,99.000000
1708316551.284,99.000000
1708316552.284,100.000000
1708316553.284,99.000000
1708316554.284,100.000000
1708316555.284,98.019802
1708316556.284,100.000000
1708316557.284,100.000000
1708316558.284,99.000000
1708316559.284,99.000000
1708316560.284,100.000000
1708316561.284,100.000000
1708316562.284,98.039216
1708316563.284,100.000000
1708316564.284,100.000000
1708316565.284,98.019802
1708316566.284,100.000000
1708316567.284,100.000000
1708316568.284,99.000000
1708316569.284,100.000000
1708316570.284,99.000000
1708316571.284,100.000000
1708316572.284,98.019802
1708316573.284,100.000000
1708316574.284,100.000000
1708316575.284,100.000000
1708316576.284,99.000000
1708316577.284,100.000000
1708316578.284,98.019802
1708316579.284,100.000000
1708316580.284,99.000000
1708316581.284,100.000000
1708316582.284,99.000000
1708316583.284,100.000000
1708316584.284,99.000000
1708316585.284,99.000000
1708316586.284,99.000000
1708316587.284,100.000000
1708316588.284,99.000000
1708316589.284,99.009901
1708316590.284,100.000000
1708316591.284,99.000000
1708316592.284,99.000000
1708316593.284,100.000000
1708316594.284,99.009901
1708316595.284,99.000000
1708316596.284,100.000000
1708316597.284,100.000000
1708316598.284,98.019802
1708316599.284,100.000000
1708316600.284,99.009901
1708316601.284,100.000000
1708316602.284,99.000000
1708316603.284,100.000000
1708316604.284,99.000000
1708316605.284,100.000000
1708316606.284,98.019802
1708316607.284,100.000000
1708316608.284,100.000000
1708316609.284,98.019802
1708316610.284,100.000000
1708316611.284,99.000000
1708316612.284,99.000000
1708316613.284,100.000000
1708316614.284,99.009901
1708316615.284,100.000000
1708316616.284,100.000000
1708316617.284,98.039216
1708316618.284,100.000000
1708316619.284,100.000000
1708316620.284,99.000000
1708316621.284,99.000000
