epoch,shortterm,midterm,longterm
1709609832.013,0.548340,0.166016,0.057129
1709609833.013,0.548340,0.166016,0.057129
1709609834.013,0.504395,0.163086,0.056641
1709609835.014,0.504395,0.163086,0.056641
1709609836.013,0.504395,0.163086,0.056641
1709609837.013,0.504395,0.163086,0.056641
1709609838.015,0.504395,0.163086,0.056641
1709609839.013,0.463867,0.160156,0.056152
1709609840.014,0.463867,0.160156,0.056152
1709609841.014,0.463867,0.160156,0.056152
1709609842.013,0.463867,0.160156,0.056152
1709609843.013,0.463867,0.160156,0.056152
1709609844.015,0.426270,0.157227,0.055664
1709609845.015,0.426270,0.157227,0.055664
1709609846.013,0.426270,0.157227,0.055664
1709609847.014,0.426270,0.157227,0.055664
1709609848.013,0.426270,0.157227,0.055664
1709609849.013,0.392090,0.154297,0.055176
1709609850.015,0.392090,0.154297,0.055176
1709609851.015,0.392090,0.154297,0.055176
1709609852.013,0.392090,0.154297,0.055176
1709609853.013,0.392090,0.154297,0.055176
1709609854.013,0.360352,0.151367,0.054688
1709609855.013,0.360352,0.151367,0.054688
1709609856.014,0.360352,0.151367,0.054688
1709609857.014,0.360352,0.151367,0.054688
1709609858.013,0.360352,0.151367,0.054688
1709609859.013,0.331055,0.148438,0.054199
1709609860.013,0.331055,0.148438,0.054199
1709609861.013,0.331055,0.148438,0.054199
1709609862.013,0.331055,0.148438,0.054199
1709609863.014,0.331055,0.148438,0.054199
1709609864.013,0.304199,0.145508,0.053711
1709609865.013,0.304199,0.145508,0.053711
1709609866.013,0.304199,0.145508,0.053711
1709609867.013,0.304199,0.145508,0.053711
1709609868.014,0.304199,0.145508,0.053711
1709609869.014,0.279785,0.143066,0.053223
1709609870.015,0.279785,0.143066,0.053223
1709609871.013,0.279785,0.143066,0.053223
1709609872.013,0.279785,0.143066,0.053223
1709609873.013,0.279785,0.143066,0.053223
1709609874.014,0.257324,0.140625,0.052734
1709609875.013,0.257324,0.140625,0.052734
1709609876.013,0.257324,0.140625,0.052734
1709609877.013,0.257324,0.140625,0.052734
1709609878.014,0.257324,0.140625,0.052734
1709609879.013,0.236328,0.138184,0.052246
1709609880.015,0.236328,0.138184,0.052246
1709609881.013,0.236328,0.138184,0.052246
1709609882.013,0.236328,0.138184,0.052246
1709609883.013,0.236328,0.138184,0.052246
1709609884.014,0.217285,0.135742,0.051758
1709609885.013,0.217285,0.135742,0.051758
1709609886.013,0.217285,0.135742,0.051758
1709609887.013,0.217285,0.135742,0.051758
1709609888.013,0.217285,0.135742,0.051758
1709609889.014,0.199707,0.133301,0.051270
1709609890.014,0.199707,0.133301,0.051270
1709609891.013,0.199707,0.133301,0.051270
1709609892.015,0.199707,0.133301,0.051270
1709609893.013,0.199707,0.133301,0.051270
1709609894.013,0.183594,0.130859,0.050781
1709609895.015,0.183594,0.130859,0.050781
1709609896.013,0.183594,0.130859,0.050781
1709609897.013,0.183594,0.130859,0.050781
1709609898.013,0.183594,0.130859,0.050781
1709609899.014,0.168457,0.128418,0.050293
1709609900.013,0.168457,0.128418,0.050293
1709609901.015,0.168457,0.128418,0.050293
1709609902.014,0.168457,0.128418,0.050293
1709609903.015,0.168457,0.128418,0.050293
1709609904.013,0.154785,0.125977,0.049805
1709609905.014,0.154785,0.125977,0.049805
1709609906.013,0.154785,0.125977,0.049805
1709609907.015,0.154785,0.125977,0.049805
1709609908.014,0.154785,0.125977,0.049805
1709609909.013,0.142090,0.123535,0.049316
1709609910.014,0.142090,0.123535,0.049316
1709609911.014,0.142090,0.123535,0.049316
1709609912.013,0.142090,0.123535,0.049316
1709609913.014,0.142090,0.123535,0.049316
1709609914.013,0.130371,0.121094,0.048828
1709609915.013,0.130371,0.121094,0.048828
1709609916.014,0.130371,0.121094,0.048828
1709609917.013,0.130371,0.121094,0.048828
1709609918.015,0.130371,0.121094,0.048828
1709609919.013,0.119629,0.118652,0.048340
1709609920.015,0.119629,0.118652,0.048340
1709609921.015,0.119629,0.118652,0.048340
1709609922.013,0.119629,0.118652,0.048340
1709609923.015,0.119629,0.118652,0.048340
1709609924.014,0.109863,0.116211,0.047852
1709609925.013,0.109863,0.116211,0.047852
1709609926.013,0.109863,0.116211,0.047852
1709609927.015,0.109863,0.116211,0.047852
1709609928.014,0.109863,0.116211,0.047852
1709609929.014,0.100586,0.114258,0.047363
1709609930.014,0.100586,0.114258,0.047363
1709609931.015,0.100586,0.114258,0.047363
1709609932.014,0.100586,0.114258,0.047363
1709609933.015,0.100586,0.114258,0.047363
1709609934.013,0.092285,0.112305,0.046875
1709609935.013,0.092285,0.112305,0.046875
1709609936.013,0.092285,0.112305,0.046875
1709609937.015,0.092285,0.112305,0.046875
1709609938.013,0.092285,0.112305,0.046875
1709609939.015,0.084473,0.110352,0.046387
1709609940.013,0.084473,0.110352,0.046387
1709609941.013,0.084473,0.110352,0.046387
1709609942.013,0.084473,0.110352,0.046387
1709609943.013,0.084473,0.110352,0.046387
1709609944.015,0.077637,0.108398,0.045898
1709609945.014,0.077637,0.108398,0.045898
1709609946.013,0.077637,0.108398,0.045898
1709609947.013,0.077637,0.108398,0.045898
1709609948.014,0.077637,0.108398,0.045898
1709609949.015,0.071289,0.106445,0.045410
1709609950.013,0.071289,0.106445,0.045410
1709609951.014,0.071289,0.106445,0.045410
1709609952.014,0.071289,0.106445,0.045410
1709609953.014,0.071289,0.106445,0.045410
1709609954.014,0.065430,0.104492,0.044922
1709609955.014,0.065430,0.104492,0.044922
1709609956.013,0.065430,0.104492,0.044922
1709609957.013,0.065430,0.104492,0.044922
1709609958.015,0.065430,0.104492,0.044922
1709609959.013,0.060059,0.102539,0.044434
1709609960.013,0.060059,0.102539,0.044434
1709609961.014,0.060059,0.102539,0.044434
1709609962.015,0.060059,0.102539,0.044434
1709609963.013,0.060059,0.102539,0.044434
1709609964.013,0.055176,0.100586,0.043945
1709609965.015,0.055176,0.100586,0.043945
1709609966.015,0.055176,0.100586,0.043945
1709609967.013,0.055176,0.100586,0.043945
1709609968.015,0.055176,0.100586,0.043945
1709609969.013,0.050293,0.098633,0.043457
1709609970.014,0.050293,0.098633,0.043457
1709609971.013,0.050293,0.098633,0.043457
1709609972.014,0.050293,0.098633,0.043457
1709609973.015,0.050293,0.098633,0.043457
1709609974.014,0.045898,0.096680,0.042969
1709609975.013,0.045898,0.096680,0.042969
1709609976.014,0.045898,0.096680,0.042969
1709609977.014,0.045898,0.096680,0.042969
1709609978.013,0.045898,0.096680,0.042969
1709609979.013,0.041992,0.094727,0.042480
1709609980.013,0.041992,0.094727,0.042480
1709609981.013,0.041992,0.094727,0.042480
1709609982.013,0.041992,0.094727,0.042480
1709609983.013,0.041992,0.094727,0.042480
1709609984.013,0.038574,0.092773,0.041992
1709609985.013,0.038574,0.092773,0.041992
1709609986.013,0.038574,0.092773,0.041992
1709609987.014,0.038574,0.092773,0.041992
1709609988.013,0.038574,0.092773,0.041992
1709609989.014,0.035156,0.090820,0.041504
1709609990.015,0.035156,0.090820,0.041504
1709609991.015,0.035156,0.090820,0.041504
1709609992.015,0.035156,0.090820,0.041504
1709609993.014,0.035156,0.090820,0.041504
1709609994.013,0.032227,0.088867,0.041016
1709609995.013,0.032227,0.088867,0.041016
