PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,109055.678929,10.905568,
1,541,541,0,0.000000,0.000000,4395.925058,8.125555
2,423,423,0,0.000000,0.000000,3490.832637,8.252559
3,378,378,0,0.000000,0.000000,3290.227601,8.704306
4,331,331,0,0.000000,0.000000,2996.779089,9.053713
5,320,320,0,0.000000,0.000000,2978.951504,9.309223
6,294,294,0,0.000000,0.000000,2654.700055,9.029592
7,243,243,0,0.000000,0.000000,2299.655782,9.463604
8,224,224,0,0.000000,0.000000,2178.179009,9.724013
9,226,226,0,0.000000,0.000000,2223.439830,9.838229
10,216,216,0,0.000000,0.000000,2157.035931,9.986277
11,198,198,0,0.000000,0.000000,2059.498098,10.401506
12,194,194,0,0.000000,0.000000,1941.565682,10.008071
13,194,194,0,0.000000,0.000000,1963.135590,10.119256
14,168,168,0,0.000000,0.000000,1682.157670,10.012843
15,171,171,0,0.000000,0.000000,1848.979736,10.812747
16,151,151,0,0.000000,0.000000,1622.434819,10.744601
17,137,137,0,0.000000,0.000000,1566.963608,11.437691
18,131,131,0,0.000000,0.000000,1479.941175,11.297261
19,121,121,0,0.000000,0.000000,1283.092132,10.604067
20,134,134,0,0.000000,0.000000,1501.950278,11.208584
21,126,126,0,0.000000,0.000000,1423.990308,11.301510
22,105,105,0,0.000000,0.000000,1177.817860,11.217313
23,120,120,0,0.000000,0.000000,1387.385737,11.561548
24,116,116,0,0.000000,0.000000,1350.750128,11.644398
25,125,125,0,0.000000,0.000000,1374.228601,10.993829
26,106,106,0,0.000000,0.000000,1229.906061,11.602887
27,115,115,0,0.000000,0.000000,1262.439265,10.977733
28,93,93,0,0.000000,0.000000,1115.633204,11.996056
29,105,105,0,0.000000,0.000000,1198.465936,11.413961
30,110,110,0,0.000000,0.000000,1237.666780,11.251516
31,95,95,0,0.000000,0.000000,1127.956842,11.873230
32,99,99,0,0.000000,0.000000,1184.820940,11.967888
33,87,87,0,0.000000,0.000000,1023.216463,11.761109
34,100,100,0,0.000000,0.000000,1194.986876,11.949869
35,85,85,0,0.000000,0.000000,999.211927,11.755434
36,80,80,0,0.000000,0.000000,987.025859,12.337823
37,93,93,0,0.000000,0.000000,1066.790409,11.470865
38,76,76,0,0.000000,0.000000,879.360965,11.570539
39,79,79,0,0.000000,0.000000,1040.799882,13.174682
40,84,84,0,0.000000,0.000000,986.331254,11.742039
41,88,88,0,0.000000,0.000000,1034.816138,11.759274
42,82,82,0,0.000000,0.000000,989.371093,12.065501
43,79,79,0,0.000000,0.000000,955.715423,12.097664
44,82,82,0,0.000000,0.000000,922.082540,11.244909
