interest,rtt(ms)
/scenario3-1-1/traffic71,29.189176
/scenario3-1-1/traffic39,12.506035
/scenario3-1-1/traffic22,12.587829
/scenario3-1-1/traffic12,14.451317
/scenario3-1-1/traffic6,14.827494
/scenario3-1-1/traffic11,12.479083
/scenario3-1-1/traffic31,12.474542
/scenario3-1-1/traffic78,12.431829
/scenario3-1-1/traffic57,12.005152
/scenario3-1-1/traffic76,14.512173
/scenario3-1-1/traffic15,12.866903
/scenario3-1-1/traffic99,14.433817
/scenario3-1-1/traffic17,11.899382
/scenario3-1-1/traffic91,12.887630
/scenario3-1-1/traffic69,12.068979
/scenario3-1-1/traffic18,12.295156
/scenario3-1-1/traffic55,13.007759
/scenario3-1-1/traffic70,12.116864
/scenario3-1-1/traffic1,12.189070
/scenario3-1-1/traffic5,11.676751
/scenario3-1-1/traffic66,12.263787
/scenario3-1-1/traffic100,12.581670
/scenario3-1-1/traffic21,12.792644
/scenario3-1-1/traffic57,4.628846
/scenario3-1-1/traffic22,5.024482
/scenario3-1-1/traffic3,11.994007
/scenario3-1-1/traffic1,4.587968
/scenario3-1-1/traffic12,5.223256
/scenario3-1-1/traffic59,12.499574
/scenario3-1-1/traffic41,14.585469
/scenario3-1-1/traffic91,5.342610
/scenario3-1-1/traffic1,5.173591
/scenario3-1-1/traffic21,4.437398
/scenario3-1-1/traffic11,5.197347
/scenario3-1-1/traffic5,5.642695
/scenario3-1-1/traffic70,4.440469
/scenario3-1-1/traffic26,12.499032
/scenario3-1-1/traffic54,11.980667
/scenario3-1-1/traffic17,4.899694
/scenario3-1-1/traffic14,12.370635
/scenario3-1-1/traffic72,11.580646
/scenario3-1-1/traffic2,12.816473
/scenario3-1-1/traffic10,12.706111
/scenario3-1-1/traffic98,11.987997
/scenario3-1-1/traffic6,4.740902
/scenario3-1-1/traffic42,13.187627
/scenario3-1-1/traffic23,12.461870
/scenario3-1-1/traffic20,12.260262
/scenario3-1-1/traffic3,5.008939
/scenario3-1-1/traffic9,12.945566
/scenario3-1-1/traffic22,4.121919
/scenario3-1-1/traffic59,4.921970
/scenario3-1-1/traffic3,4.591158
/scenario3-1-1/traffic1,4.440965
/scenario3-1-1/traffic85,11.726889
/scenario3-1-1/traffic2,4.922291
/scenario3-1-1/traffic39,5.110963
/scenario3-1-1/traffic42,5.028917
/scenario3-1-1/traffic32,12.879210
/scenario3-1-1/traffic11,5.171486
/scenario3-1-1/traffic27,12.601554
/scenario3-1-1/traffic60,12.734950
/scenario3-1-1/traffic3,4.515315
/scenario3-1-1/traffic47,12.649734
/scenario3-1-1/traffic29,12.293257
/scenario3-1-1/traffic16,11.711932
/scenario3-1-1/traffic24,12.030250
/scenario3-1-1/traffic78,4.203121
/scenario3-1-1/traffic13,12.025797
/scenario3-1-1/traffic22,5.477081
/scenario3-1-1/traffic64,11.990639
/scenario3-1-1/traffic98,5.149545
/scenario3-1-1/traffic13,4.928584
/scenario3-1-1/traffic28,11.971572
/scenario3-1-1/traffic42,5.112988
/scenario3-1-1/traffic58,12.369593
/scenario3-1-1/traffic8,14.763723
/scenario3-1-1/traffic100,4.633245
/scenario3-1-1/traffic36,11.814701
/scenario3-1-1/traffic97,11.630325
/scenario3-1-1/traffic61,11.990043
/scenario3-1-1/traffic14,5.527245
/scenario3-1-1/traffic4,12.328948
/scenario3-1-1/traffic2,5.031949
/scenario3-1-1/traffic4,5.518437
/scenario3-1-1/traffic94,12.161379
/scenario3-1-1/traffic40,11.737579
/scenario3-1-1/traffic3,4.777085
/scenario3-1-1/traffic5,4.767482
/scenario3-1-1/traffic41,4.811340
/scenario3-1-1/traffic71,5.384863
/scenario3-1-1/traffic13,4.914390
/scenario3-1-1/traffic88,13.282431
/scenario3-1-1/traffic41,4.876594
/scenario3-1-1/traffic6,5.169644
/scenario3-1-1/traffic37,12.497750
/scenario3-1-1/traffic5,4.811969
/scenario3-1-1/traffic62,12.349135
/scenario3-1-1/traffic41,4.626819
/scenario3-1-1/traffic38,12.962736
/scenario3-1-1/traffic46,12.548657
/scenario3-1-1/traffic6,5.027948
/scenario3-1-1/traffic81,12.476109
/scenario3-1-1/traffic9,4.869054
/scenario3-1-1/traffic28,5.091876
/scenario3-1-1/traffic36,4.626160
/scenario3-1-1/traffic33,12.480799
/scenario3-1-1/traffic6,5.372422
/scenario3-1-1/traffic55,4.944205
/scenario3-1-1/traffic9,5.235207
/scenario3-1-1/traffic78,3.923105
/scenario3-1-1/traffic79,14.569252
/scenario3-1-1/traffic19,12.476074
/scenario3-1-1/traffic35,11.940558
/scenario3-1-1/traffic27,5.006538
/scenario3-1-1/traffic8,4.674177
/scenario3-1-1/traffic11,4.927389
/scenario3-1-1/traffic6,5.106600
/scenario3-1-1/traffic8,4.360199
/scenario3-1-1/traffic10,5.346926
/scenario3-1-1/traffic97,4.749535
/scenario3-1-1/traffic36,4.476756
/scenario3-1-1/traffic16,4.604196
/scenario3-1-1/traffic6,4.547374
/scenario3-1-1/traffic3,4.669488
/scenario3-1-1/traffic4,5.060543
/scenario3-1-1/traffic46,5.322647
/scenario3-1-1/traffic53,14.527347
/scenario3-1-1/traffic9,5.235973
/scenario3-1-1/traffic1,4.254999
/scenario3-1-1/traffic61,5.091656
/scenario3-1-1/traffic9,5.001313
/scenario3-1-1/traffic80,12.676066
/scenario3-1-1/traffic82,11.453343
/scenario3-1-1/traffic3,4.668318
/scenario3-1-1/traffic4,4.552106
/scenario3-1-1/traffic23,5.058691
/scenario3-1-1/traffic17,4.726203
/scenario3-1-1/traffic7,12.463040
/scenario3-1-1/traffic13,4.811791
/scenario3-1-1/traffic48,12.232778
/scenario3-1-1/traffic9,5.028368
/scenario3-1-1/traffic1,4.344236
/scenario3-1-1/traffic57,11.228880
/scenario3-1-1/traffic48,4.793973
/scenario3-1-1/traffic63,12.194506
/scenario3-1-1/traffic51,12.391073
/scenario3-1-1/traffic37,4.820553
/scenario3-1-1/traffic25,11.968351
/scenario3-1-1/traffic1,4.689409
/scenario3-1-1/traffic3,4.929856
/scenario3-1-1/traffic75,12.200286
/scenario3-1-1/traffic8,4.295808
/scenario3-1-1/traffic4,4.696315
/scenario3-1-1/traffic41,4.962605
/scenario3-1-1/traffic7,4.373595
/scenario3-1-1/traffic45,12.375610
/scenario3-1-1/traffic4,4.422431
/scenario3-1-1/traffic46,4.453184
/scenario3-1-1/traffic3,5.319012
/scenario3-1-1/traffic83,11.982251
/scenario3-1-1/traffic5,5.124532
/scenario3-1-1/traffic35,4.781287
/scenario3-1-1/traffic1,4.836115
/scenario3-1-1/traffic49,11.803996
/scenario3-1-1/traffic69,12.598617
/scenario3-1-1/traffic4,4.972254
/scenario3-1-1/traffic4,4.593381
/scenario3-1-1/traffic72,6.383814
/scenario3-1-1/traffic2,4.631980
/scenario3-1-1/traffic51,4.862585
/scenario3-1-1/traffic21,6.313368
/scenario3-1-1/traffic58,4.980605
/scenario3-1-1/traffic36,4.397491
/scenario3-1-1/traffic47,6.334667
/scenario3-1-1/traffic68,11.906400
/scenario3-1-1/traffic10,4.821705
/scenario3-1-1/traffic2,5.374640
/scenario3-1-1/traffic3,5.355344
/scenario3-1-1/traffic69,4.453605
/scenario3-1-1/traffic87,12.129691
/scenario3-1-1/traffic51,4.392860
/scenario3-1-1/traffic13,4.469199
/scenario3-1-1/traffic19,5.529644
/scenario3-1-1/traffic70,12.338641
/scenario3-1-1/traffic7,5.242318
/scenario3-1-1/traffic2,4.552235
/scenario3-1-1/traffic97,4.416995
/scenario3-1-1/traffic58,4.417232
/scenario3-1-1/traffic20,6.744458
/scenario3-1-1/traffic4,4.600286
/scenario3-1-1/traffic24,6.056852
/scenario3-1-1/traffic29,6.131506
