PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,62568.639225,6.256864,
1,500,500,0,0.000000,0.000000,2510.419124,5.020838
2,451,451,0,0.000000,0.000000,2299.995749,5.099769
3,395,395,0,0.000000,0.000000,1967.563758,4.981174
4,350,350,0,0.000000,0.000000,1784.923542,5.099782
5,329,329,0,0.000000,0.000000,1711.173386,5.201135
6,251,251,0,0.000000,0.000000,1324.657855,5.277521
7,264,264,0,0.000000,0.000000,1378.067587,5.219953
8,225,225,0,0.000000,0.000000,1240.766481,5.514518
9,226,226,0,0.000000,0.000000,1233.607889,5.458442
10,197,197,0,0.000000,0.000000,1103.827118,5.603183
11,225,225,0,0.000000,0.000000,1226.175952,5.449671
12,165,165,0,0.000000,0.000000,928.618187,5.627989
13,169,169,0,0.000000,0.000000,976.819710,5.779998
14,179,179,0,0.000000,0.000000,1003.963585,5.608735
15,188,188,0,0.000000,0.000000,1040.265587,5.533328
16,155,155,0,0.000000,0.000000,901.685346,5.817325
17,147,147,0,0.000000,0.000000,841.527219,5.724675
18,130,130,0,0.000000,0.000000,774.537197,5.957978
19,124,124,0,0.000000,0.000000,755.532771,6.093006
20,112,112,0,0.000000,0.000000,696.339045,6.217313
21,131,131,0,0.000000,0.000000,808.059172,6.168391
22,118,118,0,0.000000,0.000000,705.305280,5.977163
23,124,124,0,0.000000,0.000000,728.875898,5.878031
24,119,119,0,0.000000,0.000000,724.677175,6.089724
25,98,98,0,0.000000,0.000000,608.252971,6.206663
26,119,119,0,0.000000,0.000000,756.930682,6.360762
27,105,105,0,0.000000,0.000000,663.625209,6.320240
28,114,114,0,0.000000,0.000000,721.676428,6.330495
29,103,103,0,0.000000,0.000000,644.001001,6.252437
30,102,102,0,0.000000,0.000000,612.000431,6.000004
31,84,84,0,0.000000,0.000000,560.887754,6.677235
32,100,100,0,0.000000,0.000000,632.170747,6.321707
33,85,85,0,0.000000,0.000000,610.520636,7.182596
34,80,80,0,0.000000,0.000000,523.735108,6.546689
35,96,96,0,0.000000,0.000000,605.889706,6.311351
36,80,80,0,0.000000,0.000000,523.088039,6.538600
37,101,101,0,0.000000,0.000000,668.122269,6.615072
38,91,91,0,0.000000,0.000000,593.629470,6.523401
39,67,67,0,0.000000,0.000000,487.694277,7.279019
40,80,80,0,0.000000,0.000000,552.484845,6.906061
41,105,105,0,0.000000,0.000000,680.069719,6.476854
42,81,81,0,0.000000,0.000000,530.346630,6.547489
43,77,77,0,0.000000,0.000000,543.687108,7.060872
44,76,76,0,0.000000,0.000000,528.489895,6.953814
