PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,63628.621859,6.362862,
1,525,525,0,0.000000,0.000000,2675.044901,5.095324
2,423,423,0,0.000000,0.000000,2192.594910,5.183440
3,376,376,0,0.000000,0.000000,1950.732149,5.188117
4,342,342,0,0.000000,0.000000,1781.350273,5.208627
5,304,304,0,0.000000,0.000000,1598.136460,5.257028
6,308,308,0,0.000000,0.000000,1609.611667,5.226012
7,247,247,0,0.000000,0.000000,1349.888528,5.465136
8,242,242,0,0.000000,0.000000,1344.212994,5.554599
9,228,228,0,0.000000,0.000000,1223.950664,5.368205
10,196,196,0,0.000000,0.000000,1077.092502,5.495370
11,195,195,0,0.000000,0.000000,1109.920363,5.691899
12,169,169,0,0.000000,0.000000,1019.411024,6.032018
13,161,161,0,0.000000,0.000000,918.406824,5.704390
14,154,154,0,0.000000,0.000000,919.681585,5.971958
15,155,155,0,0.000000,0.000000,944.696046,6.094813
16,160,160,0,0.000000,0.000000,926.736807,5.792105
17,143,143,0,0.000000,0.000000,882.097883,6.168517
18,119,119,0,0.000000,0.000000,721.266341,6.061062
19,116,116,0,0.000000,0.000000,763.551926,6.582344
20,139,139,0,0.000000,0.000000,847.645161,6.098167
21,137,137,0,0.000000,0.000000,811.679684,5.924669
22,118,118,0,0.000000,0.000000,721.500739,6.114413
23,111,111,0,0.000000,0.000000,729.588182,6.572867
24,94,94,0,0.000000,0.000000,591.816644,6.295922
25,124,124,0,0.000000,0.000000,740.931591,5.975255
26,110,110,0,0.000000,0.000000,711.019035,6.463809
27,133,133,0,0.000000,0.000000,800.838456,6.021342
28,108,108,0,0.000000,0.000000,708.600333,6.561114
29,95,95,0,0.000000,0.000000,613.099862,6.453683
30,95,95,0,0.000000,0.000000,633.856997,6.672179
31,92,92,0,0.000000,0.000000,612.770454,6.660548
32,89,89,0,0.000000,0.000000,606.175205,6.810957
33,93,93,0,0.000000,0.000000,612.335729,6.584255
34,101,101,0,0.000000,0.000000,620.862932,6.147158
35,89,89,0,0.000000,0.000000,609.199714,6.844941
36,73,73,0,0.000000,0.000000,523.497701,7.171201
37,87,87,0,0.000000,0.000000,558.441620,6.418869
38,92,92,0,0.000000,0.000000,605.493388,6.581450
39,79,79,0,0.000000,0.000000,519.678673,6.578211
40,82,82,0,0.000000,0.000000,559.308923,6.820841
41,63,63,0,0.000000,0.000000,439.709753,6.979520
42,87,87,0,0.000000,0.000000,598.409819,6.878274
43,65,65,0,0.000000,0.000000,477.847361,7.351498
44,74,74,0,0.000000,0.000000,538.385896,7.275485
45,76,76,0,0.000000,0.000000,521.300995,6.859224
46,72,72,0,0.000000,0.000000,528.544543,7.340896
47,69,69,0,0.000000,0.000000,506.872283,7.345975
48,75,75,0,0.000000,0.000000,520.695042,6.942601
49,86,86,0,0.000000,0.000000,589.905930,6.859371
50,73,73,0,0.000000,0.000000,491.522117,6.733180
51,79,79,0,0.000000,0.000000,542.519733,6.867338
52,84,84,0,0.000000,0.000000,561.986653,6.690317
53,73,73,0,0.000000,0.000000,515.409857,7.060409
54,63,63,0,0.000000,0.000000,471.294716,7.480869
55,59,59,0,0.000000,0.000000,446.377150,7.565714
56,62,62,0,0.000000,0.000000,455.055365,7.339603
57,49,49,0,0.000000,0.000000,388.380784,7.926138
58,52,52,0,0.000000,0.000000,404.240410,7.773854
59,53,53,0,0.000000,0.000000,402.692386,7.597970
60,59,59,0,0.000000,0.000000,434.368445,7.362177
61,58,58,0,0.000000,0.000000,422.942811,7.292117
62,81,81,0,0.000000,0.000000,578.743613,7.144983
63,60,60,0,0.000000,0.000000,421.582039,7.026367
64,62,62,0,0.000000,0.000000,479.172984,7.728597
65,51,51,0,0.000000,0.000000,402.958230,7.901142
66,55,55,0,0.000000,0.000000,414.454389,7.535534
67,56,56,0,0.000000,0.000000,402.009264,7.178737
68,49,49,0,0.000000,0.000000,386.616767,7.890138
69,57,57,0,0.000000,0.000000,422.743914,7.416560
70,48,48,0,0.000000,0.000000,364.079568,7.584991
71,52,52,0,0.000000,0.000000,400.182633,7.695820
72,37,37,0,0.000000,0.000000,305.702876,8.262240
73,50,50,0,0.000000,0.000000,395.962618,7.919252
74,49,49,0,0.000000,0.000000,409.144354,8.349885
75,51,51,0,0.000000,0.000000,411.652354,8.071615
76,45,45,0,0.000000,0.000000,315.370200,7.008227
77,65,65,0,0.000000,0.000000,469.726738,7.226565
78,48,48,0,0.000000,0.000000,387.246268,8.067631
79,41,41,0,0.000000,0.000000,336.760156,8.213662
80,48,48,0,0.000000,0.000000,381.893865,7.956122
81,55,55,0,0.000000,0.000000,405.705772,7.376469
82,36,36,0,0.000000,0.000000,309.438412,8.595511
83,52,52,0,0.000000,0.000000,424.733147,8.167945
84,56,56,0,0.000000,0.000000,416.730457,7.441615
85,47,47,0,0.000000,0.000000,375.924676,7.998397
86,41,41,0,0.000000,0.000000,350.328397,8.544595
87,44,44,0,0.000000,0.000000,360.401558,8.190944
88,39,39,0,0.000000,0.000000,327.243076,8.390848
89,42,42,0,0.000000,0.000000,319.058968,7.596642
90,51,51,0,0.000000,0.000000,393.758239,7.720750
91,32,32,0,0.000000,0.000000,281.979057,8.811846
92,45,45,0,0.000000,0.000000,353.338613,7.851969
93,38,38,0,0.000000,0.000000,316.158596,8.319963
94,44,44,0,0.000000,0.000000,352.408929,8.009294
95,41,41,0,0.000000,0.000000,327.947695,7.998724
96,33,33,0,0.000000,0.000000,298.283705,9.038900
97,41,41,0,0.000000,0.000000,331.666638,8.089430
98,42,42,0,0.000000,0.000000,324.418376,7.724247
99,43,43,0,0.000000,0.000000,355.128852,8.258811
100,38,38,0,0.000000,0.000000,312.778947,8.231025
