epoch,value
1709553894.004,0.000000
1709553895.004,2.000000
1709553896.004,0.000000
1709553897.004,0.000000
1709553898.004,0.000000
1709553899.004,0.000000
1709553900.004,1.000000
1709553901.004,0.000000
1709553902.004,0.000000
1709553903.004,0.000000
1709553904.004,0.000000
1709553905.004,0.000000
1709553906.004,0.000000
1709553907.004,0.000000
1709553908.004,0.000000
1709553909.004,0.000000
1709553910.004,0.000000
1709553911.004,0.990099
1709553912.004,0.000000
1709553913.004,0.000000
1709553914.004,0.000000
1709553915.004,0.000000
1709553916.004,0.990099
1709553917.004,0.000000
1709553918.004,0.000000
1709553919.004,0.000000
1709553920.004,1.000000
1709553921.004,0.000000
1709553922.004,0.000000
1709553923.004,0.000000
1709553924.004,0.000000
1709553925.004,0.000000
1709553926.004,0.000000
1709553927.004,0.000000
1709553928.004,1.000000
1709553929.004,0.000000
1709553930.004,0.000000
1709553931.004,0.000000
1709553932.004,1.000000
1709553933.004,0.000000
1709553934.004,0.000000
1709553935.004,0.990099
1709553936.004,0.000000
1709553937.004,0.000000
1709553938.004,0.000000
1709553939.004,0.000000
1709553940.004,0.000000
1709553941.004,0.000000
1709553942.004,0.000000
1709553943.004,0.000000
1709553944.004,0.000000
1709553945.004,0.000000
1709553946.004,0.000000
1709553947.004,0.000000
1709553948.004,0.000000
1709553949.004,0.000000
1709553950.004,0.000000
1709553951.004,0.000000
1709553952.004,0.000000
1709553953.004,0.000000
1709553954.004,0.000000
1709553955.004,0.000000
1709553956.004,0.000000
1709553957.004,0.000000
1709553958.004,0.000000
1709553959.004,0.000000
1709553960.004,0.000000
1709553961.004,1.000000
1709553962.004,0.000000
1709553963.004,0.000000
1709553964.004,0.000000
1709553965.004,0.000000
1709553966.004,0.000000
1709553967.004,0.000000
1709553968.004,0.000000
1709553969.004,0.000000
1709553970.004,1.000000
1709553971.004,0.000000
1709553972.004,0.000000
1709553973.004,0.000000
1709553974.004,0.000000
1709553975.004,0.000000
1709553976.004,0.000000
1709553977.004,0.990099
1709553978.004,0.000000
1709553979.004,0.000000
1709553980.004,0.000000
1709553981.004,0.000000
1709553982.004,0.000000
1709553983.004,0.000000
1709553984.004,0.000000
1709553985.004,0.000000
1709553986.004,0.000000
1709553987.004,0.000000
1709553988.004,0.000000
1709553989.004,0.000000
1709553990.004,0.000000
1709553991.004,0.000000
1709553992.004,0.000000
1709553993.004,0.990099
1709553994.004,0.000000
1709553995.004,0.000000
1709553996.004,0.000000
1709553997.004,0.000000
1709553998.004,0.000000
1709553999.004,0.000000
1709554000.004,0.990099
1709554001.004,0.000000
