PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,178743.997015,17.874400,
1,558,558,0,0.000000,0.000000,7043.122488,12.622083
2,436,436,0,0.000000,0.000000,5471.498209,12.549308
3,366,366,0,0.000000,0.000000,5072.749248,13.859971
4,326,326,0,0.000000,0.000000,4353.589403,13.354569
5,307,307,0,0.000000,0.000000,4535.741150,14.774401
6,262,262,0,0.000000,0.000000,4517.639641,17.242899
7,228,228,0,0.000000,0.000000,3967.382559,17.400801
8,228,228,0,0.000000,0.000000,3642.330879,15.975135
9,216,216,0,0.000000,0.000000,3351.116315,15.514427
10,181,181,0,0.000000,0.000000,2858.581241,15.793267
11,204,204,0,0.000000,0.000000,3036.856267,14.886550
12,208,208,0,0.000000,0.000000,3222.768237,15.494078
13,195,195,0,0.000000,0.000000,3127.429169,16.038098
14,164,164,0,0.000000,0.000000,2816.635637,17.174608
15,156,156,0,0.000000,0.000000,2536.543229,16.259892
16,155,155,0,0.000000,0.000000,2953.451040,19.054523
17,138,138,0,0.000000,0.000000,2429.181682,17.602766
18,125,125,0,0.000000,0.000000,2261.433505,18.091468
19,121,121,0,0.000000,0.000000,1996.972121,16.503902
20,146,146,0,0.000000,0.000000,2489.176478,17.049154
21,127,127,0,0.000000,0.000000,2574.853514,20.274437
22,136,136,0,0.000000,0.000000,2514.241662,18.487071
23,113,113,0,0.000000,0.000000,2128.216061,18.833770
24,139,139,0,0.000000,0.000000,2497.805951,17.969827
25,107,107,0,0.000000,0.000000,1947.448648,18.200455
26,111,111,0,0.000000,0.000000,2129.822395,19.187589
27,116,116,0,0.000000,0.000000,1967.697825,16.962912
28,102,102,0,0.000000,0.000000,1954.770519,19.164417
29,97,97,0,0.000000,0.000000,1815.458305,18.716065
30,102,102,0,0.000000,0.000000,1801.603440,17.662779
31,81,81,0,0.000000,0.000000,1375.404494,16.980302
32,111,111,0,0.000000,0.000000,2117.439620,19.076033
33,92,92,0,0.000000,0.000000,1869.685822,20.322672
34,90,90,0,0.000000,0.000000,1657.842472,18.420472
35,83,83,0,0.000000,0.000000,1554.671531,18.730982
36,82,82,0,0.000000,0.000000,1641.388330,20.016931
37,77,77,0,0.000000,0.000000,1520.761281,19.750147
38,97,97,0,0.000000,0.000000,1777.216346,18.321818
39,70,70,0,0.000000,0.000000,1355.857265,19.369389
40,69,69,0,0.000000,0.000000,1259.878787,18.259113
41,80,80,0,0.000000,0.000000,1393.427650,17.417846
42,78,78,0,0.000000,0.000000,1536.321836,19.696434
43,75,75,0,0.000000,0.000000,1524.315505,20.324207
44,82,82,0,0.000000,0.000000,1529.198957,18.648768
45,79,79,0,0.000000,0.000000,1495.432795,18.929529
46,74,74,0,0.000000,0.000000,1251.932472,16.918006
47,80,80,0,0.000000,0.000000,1626.536828,20.331710
48,69,69,0,0.000000,0.000000,1588.544145,23.022379
49,69,69,0,0.000000,0.000000,1311.189641,19.002748
50,66,66,0,0.000000,0.000000,1367.021223,20.712443
51,62,62,0,0.000000,0.000000,1235.812355,19.932457
52,64,64,0,0.000000,0.000000,1285.811021,20.090797
53,67,67,0,0.000000,0.000000,1302.175014,19.435448
54,56,56,0,0.000000,0.000000,1253.219130,22.378913
55,53,53,0,0.000000,0.000000,1303.208243,24.588835
56,64,64,0,0.000000,0.000000,1412.587861,22.071685
57,43,43,0,0.000000,0.000000,1048.424243,24.381959
58,56,56,0,0.000000,0.000000,1227.629649,21.921958
59,60,60,0,0.000000,0.000000,1091.991876,18.199865
60,61,61,0,0.000000,0.000000,1322.778949,21.684901
61,58,58,0,0.000000,0.000000,1250.064779,21.552841
62,56,56,0,0.000000,0.000000,1152.659865,20.583212
63,56,56,0,0.000000,0.000000,1286.902723,22.980406
64,70,70,0,0.000000,0.000000,1337.145194,19.102074
65,56,56,0,0.000000,0.000000,1202.331540,21.470206
66,57,57,0,0.000000,0.000000,1228.847786,21.558733
67,61,61,0,0.000000,0.000000,1253.975989,20.556983
68,57,57,0,0.000000,0.000000,1347.384596,23.638326
69,53,53,0,0.000000,0.000000,1067.236272,20.136533
70,53,53,0,0.000000,0.000000,1024.842831,19.336657
71,50,50,0,0.000000,0.000000,1153.342233,23.066845
72,52,52,0,0.000000,0.000000,1170.759469,22.514605
73,38,38,0,0.000000,0.000000,765.120028,20.134738
74,47,47,0,0.000000,0.000000,924.944574,19.679672
