epoch,shortterm,midterm,longterm
1709609474.385,0.442871,0.135742,0.046387
1709609475.385,0.407227,0.133301,0.045898
1709609476.385,0.407227,0.133301,0.045898
1709609477.386,0.407227,0.133301,0.045898
1709609478.385,0.407227,0.133301,0.045898
1709609479.385,0.407227,0.133301,0.045898
1709609480.385,0.374512,0.130859,0.045410
1709609481.385,0.374512,0.130859,0.045410
1709609482.385,0.374512,0.130859,0.045410
1709609483.388,0.374512,0.130859,0.045410
1709609484.385,0.374512,0.130859,0.045410
1709609485.385,0.344238,0.128418,0.044922
1709609486.385,0.344238,0.128418,0.044922
1709609487.385,0.344238,0.128418,0.044922
1709609488.385,0.344238,0.128418,0.044922
1709609489.385,0.344238,0.128418,0.044922
1709609490.385,0.316406,0.125977,0.044434
1709609491.385,0.316406,0.125977,0.044434
1709609492.385,0.316406,0.125977,0.044434
1709609493.385,0.316406,0.125977,0.044434
1709609494.385,0.316406,0.125977,0.044434
1709609495.386,0.291016,0.123535,0.043945
1709609496.385,0.291016,0.123535,0.043945
1709609497.385,0.291016,0.123535,0.043945
1709609498.385,0.291016,0.123535,0.043945
1709609499.385,0.291016,0.123535,0.043945
1709609500.385,0.348145,0.138184,0.049316
1709609501.385,0.348145,0.138184,0.049316
1709609502.385,0.348145,0.138184,0.049316
1709609503.386,0.348145,0.138184,0.049316
1709609504.385,0.348145,0.138184,0.049316
1709609505.385,0.319824,0.135742,0.048828
1709609506.385,0.319824,0.135742,0.048828
1709609507.385,0.319824,0.135742,0.048828
1709609508.386,0.319824,0.135742,0.048828
1709609509.385,0.319824,0.135742,0.048828
1709609510.385,0.293945,0.133301,0.048340
1709609511.385,0.293945,0.133301,0.048340
1709609512.385,0.293945,0.133301,0.048340
1709609513.385,0.293945,0.133301,0.048340
1709609514.385,0.293945,0.133301,0.048340
1709609515.385,0.270020,0.130859,0.047852
1709609516.385,0.270020,0.130859,0.047852
1709609517.385,0.270020,0.130859,0.047852
1709609518.385,0.270020,0.130859,0.047852
1709609519.385,0.270020,0.130859,0.047852
1709609520.385,0.248047,0.128418,0.047363
1709609521.385,0.248047,0.128418,0.047363
1709609522.385,0.248047,0.128418,0.047363
1709609523.385,0.248047,0.128418,0.047363
1709609524.385,0.248047,0.128418,0.047363
1709609525.386,0.228027,0.125977,0.046875
1709609526.385,0.228027,0.125977,0.046875
1709609527.385,0.228027,0.125977,0.046875
1709609528.385,0.228027,0.125977,0.046875
1709609529.385,0.228027,0.125977,0.046875
1709609530.385,0.209473,0.123535,0.046387
1709609531.385,0.209473,0.123535,0.046387
1709609532.386,0.209473,0.123535,0.046387
1709609533.385,0.209473,0.123535,0.046387
1709609534.385,0.209473,0.123535,0.046387
1709609535.385,0.192383,0.121094,0.045898
1709609536.385,0.192383,0.121094,0.045898
1709609537.385,0.192383,0.121094,0.045898
1709609538.385,0.192383,0.121094,0.045898
1709609539.385,0.192383,0.121094,0.045898
1709609540.385,0.176758,0.118652,0.045410
1709609541.387,0.176758,0.118652,0.045410
1709609542.385,0.176758,0.118652,0.045410
1709609543.385,0.176758,0.118652,0.045410
1709609544.385,0.176758,0.118652,0.045410
1709609545.385,0.162598,0.116211,0.044922
1709609546.385,0.162598,0.116211,0.044922
1709609547.385,0.162598,0.116211,0.044922
1709609548.385,0.162598,0.116211,0.044922
1709609549.385,0.162598,0.116211,0.044922
1709609550.386,0.149414,0.114258,0.044434
1709609551.385,0.149414,0.114258,0.044434
1709609552.385,0.149414,0.114258,0.044434
1709609553.385,0.149414,0.114258,0.044434
1709609554.385,0.149414,0.114258,0.044434
1709609555.385,0.149414,0.114258,0.044434
1709609556.385,0.137207,0.112305,0.043945
1709609557.385,0.137207,0.112305,0.043945
1709609558.385,0.137207,0.112305,0.043945
1709609559.385,0.137207,0.112305,0.043945
1709609560.385,0.137207,0.112305,0.043945
1709609561.385,0.125977,0.110352,0.043457
1709609562.385,0.125977,0.110352,0.043457
1709609563.385,0.125977,0.110352,0.043457
1709609564.385,0.125977,0.110352,0.043457
1709609565.385,0.125977,0.110352,0.043457
1709609566.385,0.115723,0.108398,0.042969
1709609567.385,0.115723,0.108398,0.042969
1709609568.385,0.115723,0.108398,0.042969
1709609569.385,0.115723,0.108398,0.042969
1709609570.387,0.115723,0.108398,0.042969
1709609571.386,0.106445,0.106445,0.042480
1709609572.385,0.106445,0.106445,0.042480
1709609573.385,0.106445,0.106445,0.042480
1709609574.385,0.106445,0.106445,0.042480
1709609575.385,0.106445,0.106445,0.042480
1709609576.385,0.097656,0.104492,0.041992
1709609577.385,0.097656,0.104492,0.041992
1709609578.386,0.097656,0.104492,0.041992
