PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,72959.861592,7.295986,
1,565,565,0,0.000000,0.000000,3139.432610,5.556518
2,406,406,0,0.000000,0.000000,2347.969110,5.783175
3,355,355,0,0.000000,0.000000,2079.982650,5.859106
4,345,345,0,0.000000,0.000000,2035.759647,5.900753
5,331,331,0,0.000000,0.000000,1984.318813,5.994921
6,256,256,0,0.000000,0.000000,1582.298400,6.180853
7,254,254,0,0.000000,0.000000,1573.263498,6.193951
8,239,239,0,0.000000,0.000000,1491.685860,6.241363
9,231,231,0,0.000000,0.000000,1470.655952,6.366476
10,202,202,0,0.000000,0.000000,1315.088783,6.510341
11,184,184,0,0.000000,0.000000,1213.126777,6.593080
12,199,199,0,0.000000,0.000000,1302.801817,6.546743
13,173,173,0,0.000000,0.000000,1164.415588,6.730726
14,152,152,0,0.000000,0.000000,1053.021956,6.927776
15,155,155,0,0.000000,0.000000,1082.496626,6.983849
16,145,145,0,0.000000,0.000000,1009.409078,6.961442
17,146,146,0,0.000000,0.000000,1002.314151,6.865165
18,153,153,0,0.000000,0.000000,1056.598824,6.905875
19,121,121,0,0.000000,0.000000,881.613599,7.286063
20,129,129,0,0.000000,0.000000,958.669547,7.431547
21,129,129,0,0.000000,0.000000,910.976378,7.061832
22,121,121,0,0.000000,0.000000,879.642728,7.269775
23,117,117,0,0.000000,0.000000,851.909160,7.281275
24,138,138,0,0.000000,0.000000,971.675715,7.041128
25,126,126,0,0.000000,0.000000,885.097831,7.024586
26,102,102,0,0.000000,0.000000,745.393814,7.307782
27,109,109,0,0.000000,0.000000,839.790080,7.704496
28,113,113,0,0.000000,0.000000,815.682012,7.218425
29,111,111,0,0.000000,0.000000,812.812335,7.322634
30,90,90,0,0.000000,0.000000,679.895822,7.554398
31,100,100,0,0.000000,0.000000,743.195394,7.431954
32,77,77,0,0.000000,0.000000,618.299723,8.029867
33,98,98,0,0.000000,0.000000,727.687255,7.425380
34,88,88,0,0.000000,0.000000,684.521140,7.778649
35,96,96,0,0.000000,0.000000,732.444480,7.629630
36,91,91,0,0.000000,0.000000,709.484908,7.796537
37,76,76,0,0.000000,0.000000,612.546479,8.059822
38,88,88,0,0.000000,0.000000,693.914164,7.885388
39,79,79,0,0.000000,0.000000,637.695641,8.072097
40,84,84,0,0.000000,0.000000,658.626829,7.840796
41,74,74,0,0.000000,0.000000,631.076952,8.528067
42,77,77,0,0.000000,0.000000,604.515271,7.850848
43,86,86,0,0.000000,0.000000,684.454623,7.958775
44,78,78,0,0.000000,0.000000,612.630272,7.854234
45,53,53,0,0.000000,0.000000,467.541482,8.821537
46,64,64,0,0.000000,0.000000,556.480453,8.695007
47,61,61,0,0.000000,0.000000,513.882284,8.424300
48,77,77,0,0.000000,0.000000,642.197643,8.340229
49,52,52,0,0.000000,0.000000,445.274168,8.562965
50,73,73,0,0.000000,0.000000,603.798489,8.271212
51,57,57,0,0.000000,0.000000,484.931186,8.507565
52,61,61,0,0.000000,0.000000,506.749134,8.307363
53,68,68,0,0.000000,0.000000,562.298007,8.269088
54,70,70,0,0.000000,0.000000,592.081494,8.458307
55,44,44,0,0.000000,0.000000,406.742516,9.244148
56,52,52,0,0.000000,0.000000,451.042162,8.673888
57,64,64,0,0.000000,0.000000,536.238029,8.378719
58,47,47,0,0.000000,0.000000,424.356676,9.028865
59,63,63,0,0.000000,0.000000,541.810054,8.600160
60,69,69,0,0.000000,0.000000,562.604607,8.153690
61,61,61,0,0.000000,0.000000,519.850470,8.522139
62,65,65,0,0.000000,0.000000,549.526379,8.454252
63,40,40,0,0.000000,0.000000,341.993247,8.549831
64,53,53,0,0.000000,0.000000,470.962246,8.886080
65,60,60,0,0.000000,0.000000,485.745324,8.095755
66,54,54,0,0.000000,0.000000,451.644224,8.363782
67,50,50,0,0.000000,0.000000,454.212298,9.084246
68,63,63,0,0.000000,0.000000,528.414395,8.387530
69,54,54,0,0.000000,0.000000,458.496802,8.490682
70,56,56,0,0.000000,0.000000,480.495333,8.580274
71,47,47,0,0.000000,0.000000,405.005879,8.617146
72,56,56,0,0.000000,0.000000,485.250816,8.665193
73,50,50,0,0.000000,0.000000,426.512123,8.530242
74,50,50,0,0.000000,0.000000,484.068741,9.681375
75,65,65,0,0.000000,0.000000,538.077200,8.278111
76,48,48,0,0.000000,0.000000,424.333941,8.840290
77,51,51,0,0.000000,0.000000,447.609669,8.776660
78,43,43,0,0.000000,0.000000,394.299718,9.169761
79,63,63,0,0.000000,0.000000,537.538375,8.532355
80,51,51,0,0.000000,0.000000,438.414334,8.596359
81,45,45,0,0.000000,0.000000,404.748468,8.994410
82,50,50,0,0.000000,0.000000,440.173560,8.803471
83,41,41,0,0.000000,0.000000,372.995124,9.097442
84,49,49,0,0.000000,0.000000,422.411315,8.620639
85,46,46,0,0.000000,0.000000,417.370549,9.073273
86,41,41,0,0.000000,0.000000,364.455003,8.889146
87,54,54,0,0.000000,0.000000,478.180459,8.855194
88,49,49,0,0.000000,0.000000,482.056406,9.837886
89,48,48,0,0.000000,0.000000,424.148605,8.836429
90,38,38,0,0.000000,0.000000,353.121404,9.292669
91,40,40,0,0.000000,0.000000,389.391815,9.734795
92,35,35,0,0.000000,0.000000,344.196846,9.834196
93,37,37,0,0.000000,0.000000,366.717333,9.911279
94,43,43,0,0.000000,0.000000,377.420567,8.777222
95,29,29,0,0.000000,0.000000,282.743123,9.749763
96,47,47,0,0.000000,0.000000,420.087169,8.938025
97,40,40,0,0.000000,0.000000,382.172316,9.554308
98,49,49,0,0.000000,0.000000,423.269162,8.638146
99,35,35,0,0.000000,0.000000,343.299296,9.808551
100,40,40,0,0.000000,0.000000,361.530882,9.038272
