Time,CPU used, RAM used, VRAM used
Wed Mar 13 03:33:05 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:06 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:07 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:08 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:09 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:10 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:11 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:12 2024,0.249377,433315840,4416989193780068353
Wed Mar 13 03:33:13 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:14 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:15 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:16 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:17 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:18 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:19 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:20 2024,0.250000,433315840,4416989193780068353
Wed Mar 13 03:33:21 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:22 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:23 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:24 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:25 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:26 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:27 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:28 2024,1.000000,433315840,4416989193780068353
Wed Mar 13 03:33:29 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:30 2024,0.250000,433315840,4416989193780068353
Wed Mar 13 03:33:31 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:32 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:33 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:34 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:35 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:36 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:37 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:38 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:39 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:40 2024,0.250000,433315840,4416989193780068353
Wed Mar 13 03:33:41 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:42 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:43 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:44 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:45 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:46 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:47 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:48 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:49 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:50 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:51 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:52 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:53 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:54 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:55 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:56 2024,0.249377,433315840,4416989193780068353
Wed Mar 13 03:33:57 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:33:58 2024,0.751880,433315840,4416989193780068353
Wed Mar 13 03:33:59 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:00 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:01 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:02 2024,0.249377,433315840,4416989193780068353
Wed Mar 13 03:34:03 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:04 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:05 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:06 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:07 2024,0.000000,433315840,4416989193780068353
Wed Mar 13 03:34:08 2024,1.005025,433606656,4416989193780068353
Wed Mar 13 03:34:09 2024,1.522843,433541120,4416989193780068353
Wed Mar 13 03:34:10 2024,1.278772,433573888,4416989193780068353
Wed Mar 13 03:34:11 2024,2.284264,433573888,4416989193780068353
Wed Mar 13 03:34:12 2024,1.781170,433606656,4416989193780068353
Wed Mar 13 03:34:13 2024,1.534527,433573888,4416989193780068353
Wed Mar 13 03:34:14 2024,2.035623,433573888,4416989193780068353
Wed Mar 13 03:34:15 2024,2.525253,433606656,4416989193780068353
Wed Mar 13 03:34:16 2024,1.772152,433573888,4416989193780068353
Wed Mar 13 03:34:17 2024,2.290076,433606656,4416989193780068353
Wed Mar 13 03:34:18 2024,1.785714,433606656,4416989193780068353
Wed Mar 13 03:34:19 2024,2.777778,433606656,4416989193780068353
Wed Mar 13 03:34:20 2024,2.025316,433606656,4416989193780068353
Wed Mar 13 03:34:21 2024,1.526718,433606656,4416989193780068353
Wed Mar 13 03:34:22 2024,1.772152,433606656,4416989193780068353
Wed Mar 13 03:34:23 2024,1.269036,433606656,4416989193780068353
Wed Mar 13 03:34:24 2024,2.025316,433606656,4416989193780068353
Wed Mar 13 03:34:25 2024,1.522843,433606656,4416989193780068353
Wed Mar 13 03:34:26 2024,2.030457,433573888,4416989193780068353
Wed Mar 13 03:34:27 2024,2.278481,433606656,4416989193780068353
Wed Mar 13 03:34:28 2024,3.045685,433606656,4416989193780068353
Wed Mar 13 03:34:29 2024,1.526718,433606656,4416989193780068353
Wed Mar 13 03:34:30 2024,2.525253,433508352,4416989193780068353
Wed Mar 13 03:34:31 2024,1.781170,433573888,4416989193780068353
Wed Mar 13 03:34:32 2024,2.525253,433573888,4416989193780068353
Wed Mar 13 03:34:33 2024,2.284264,433541120,4416989193780068353
Wed Mar 13 03:34:34 2024,2.025316,433606656,4416989193780068353
Wed Mar 13 03:34:35 2024,2.272727,433737728,4416989193780068353
Wed Mar 13 03:34:36 2024,2.035623,433606656,4416989193780068353
Wed Mar 13 03:34:37 2024,2.035623,433639424,4416989193780068353
Wed Mar 13 03:34:38 2024,2.272727,433573888,4416989193780068353
Wed Mar 13 03:34:39 2024,2.518892,433606656,4416989193780068353
Wed Mar 13 03:34:40 2024,2.284264,433606656,4416989193780068353
Wed Mar 13 03:34:41 2024,2.284264,433639424,4416989193780068353
Wed Mar 13 03:34:42 2024,2.518892,433606656,4416989193780068353
Wed Mar 13 03:34:43 2024,1.776650,433606656,4416989193780068353
Wed Mar 13 03:34:44 2024,2.272727,433573888,4416989193780068353
Wed Mar 13 03:34:45 2024,2.030457,433606656,4416989193780068353
Wed Mar 13 03:34:46 2024,1.772152,433606656,4416989193780068353
Wed Mar 13 03:34:47 2024,2.531646,433606656,4416989193780068353
Wed Mar 13 03:34:48 2024,1.530612,433606656,4416989193780068353
Wed Mar 13 03:34:49 2024,2.531646,433541120,4416989193780068353
Wed Mar 13 03:34:50 2024,2.278481,433508352,4416989193780068353
Wed Mar 13 03:34:51 2024,1.526718,433606656,4416989193780068353
Wed Mar 13 03:34:52 2024,1.526718,433672192,4416989193780068353
Wed Mar 13 03:34:53 2024,1.538462,433639424,4416989193780068353
Wed Mar 13 03:34:54 2024,2.272727,433639424,4416989193780068353
Wed Mar 13 03:34:55 2024,2.525253,433639424,4416989193780068353
Wed Mar 13 03:34:56 2024,1.530612,433639424,4416989193780068353
Wed Mar 13 03:34:57 2024,1.785714,433639424,4416989193780068353
Wed Mar 13 03:34:58 2024,1.259446,433639424,4416989193780068353
Wed Mar 13 03:34:59 2024,0.750000,433639424,4416989193780068353
Wed Mar 13 03:35:00 2024,0.501253,433639424,4416989193780068353
Wed Mar 13 03:35:01 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:02 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:03 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:04 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:05 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:06 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:07 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:08 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:09 2024,0.000000,433639424,4416989193780068353
Wed Mar 13 03:35:10 2024,0.250000,433639424,4416989193780068353
Wed Mar 13 03:35:11 2024,0.000000,433639424,4416989193780068353
