Time,CPU used, RAM used, VRAM used
Mon Nov 27 02:11:46 2023,nan,428265472,4416989193780068353
Mon Nov 27 02:11:47 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:48 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:49 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:50 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:51 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:52 2023,0.249377,428265472,4416989193780068353
Mon Nov 27 02:11:53 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:54 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:55 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:56 2023,0.250000,428265472,4416989193780068353
Mon Nov 27 02:11:57 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:58 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:11:59 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:00 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:01 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:02 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:03 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:04 2023,0.000000,428265472,4416989193780068353
Mon Nov 27 02:12:05 2023,0.251256,428232704,4416989193780068353
Mon Nov 27 02:12:06 2023,0.750000,428232704,4416989193780068353
Mon Nov 27 02:12:07 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:08 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:09 2023,0.502513,427974656,4416989193780068353
Mon Nov 27 02:12:10 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:11 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:12 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:13 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:14 2023,0.249377,427974656,4416989193780068353
Mon Nov 27 02:12:15 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:16 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:17 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:18 2023,0.249377,427974656,4416989193780068353
Mon Nov 27 02:12:19 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:20 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:21 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:22 2023,0.249377,427974656,4416989193780068353
Mon Nov 27 02:12:23 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:24 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:25 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:26 2023,0.000000,427974656,4416989193780068353
Mon Nov 27 02:12:27 2023,0.000000,428007424,4416989193780068353
Mon Nov 27 02:12:28 2023,0.249377,428007424,4416989193780068353
Mon Nov 27 02:12:29 2023,0.000000,428007424,4416989193780068353
Mon Nov 27 02:12:30 2023,0.000000,428007424,4416989193780068353
Mon Nov 27 02:12:31 2023,0.000000,428007424,4416989193780068353
Mon Nov 27 02:12:32 2023,1.518987,428331008,4416989193780068353
Mon Nov 27 02:12:33 2023,0.506329,428331008,4416989193780068353
Mon Nov 27 02:12:34 2023,0.506329,428331008,4416989193780068353
Mon Nov 27 02:12:35 2023,1.503759,428331008,4416989193780068353
Mon Nov 27 02:12:36 2023,1.005025,428331008,4416989193780068353
Mon Nov 27 02:12:37 2023,1.503759,428331008,4416989193780068353
Mon Nov 27 02:12:38 2023,0.759494,428331008,4416989193780068353
Mon Nov 27 02:12:39 2023,1.518987,428298240,4416989193780068353
Mon Nov 27 02:12:40 2023,1.256281,428298240,4416989193780068353
Mon Nov 27 02:12:41 2023,0.506329,428331008,4416989193780068353
Mon Nov 27 02:12:42 2023,1.256281,428331008,4416989193780068353
Mon Nov 27 02:12:43 2023,1.010101,428331008,4416989193780068353
Mon Nov 27 02:12:44 2023,1.005025,428265472,4416989193780068353
Mon Nov 27 02:12:45 2023,0.757576,428331008,4416989193780068353
Mon Nov 27 02:12:46 2023,1.259446,428265472,4416989193780068353
Mon Nov 27 02:12:47 2023,1.763224,428298240,4416989193780068353
Mon Nov 27 02:12:48 2023,0.757576,428429312,4416989193780068353
Mon Nov 27 02:12:49 2023,0.759494,428298240,4416989193780068353
Mon Nov 27 02:12:50 2023,0.252525,428331008,4416989193780068353
Mon Nov 27 02:12:51 2023,0.757576,428589056,4416989193780068353
Mon Nov 27 02:12:52 2023,1.005025,428621824,4416989193780068353
Mon Nov 27 02:12:53 2023,1.507538,428556288,4416989193780068353
Mon Nov 27 02:12:54 2023,0.506329,428589056,4416989193780068353
Mon Nov 27 02:12:55 2023,0.755668,428654592,4416989193780068353
Mon Nov 27 02:12:56 2023,1.758794,428654592,4416989193780068353
Mon Nov 27 02:12:57 2023,1.007557,428396544,4416989193780068353
Mon Nov 27 02:12:58 2023,1.007557,428396544,4416989193780068353
Mon Nov 27 02:12:59 2023,1.253133,428396544,4416989193780068353
Mon Nov 27 02:13:00 2023,0.506329,428396544,4416989193780068353
Mon Nov 27 02:13:01 2023,1.005025,428363776,4416989193780068353
Mon Nov 27 02:13:02 2023,1.253133,428396544,4416989193780068353
Mon Nov 27 02:13:03 2023,1.253133,428396544,4416989193780068353
Mon Nov 27 02:13:04 2023,1.503759,428396544,4416989193780068353
Mon Nov 27 02:13:05 2023,0.503778,428396544,4416989193780068353
Mon Nov 27 02:13:06 2023,1.750000,428396544,4416989193780068353
Mon Nov 27 02:13:07 2023,1.010101,428298240,4416989193780068353
Mon Nov 27 02:13:08 2023,1.259446,428429312,4416989193780068353
Mon Nov 27 02:13:09 2023,1.262626,428396544,4416989193780068353
Mon Nov 27 02:13:10 2023,0.757576,428396544,4416989193780068353
Mon Nov 27 02:13:11 2023,1.007557,428396544,4416989193780068353
Mon Nov 27 02:13:12 2023,1.007557,428396544,4416989193780068353
Mon Nov 27 02:13:13 2023,0.506329,428396544,4416989193780068353
Mon Nov 27 02:13:14 2023,1.259446,428437504,4416989193780068353
Mon Nov 27 02:13:15 2023,0.000000,428437504,4416989193780068353
Mon Nov 27 02:13:16 2023,0.497512,428437504,4416989193780068353
Mon Nov 27 02:13:17 2023,0.000000,428437504,4416989193780068353
Mon Nov 27 02:13:18 2023,0.000000,428437504,4416989193780068353
