Time,CPU used, RAM used, VRAM used
Mon Nov 27 02:18:41 2023,nan,426991616,4416989193780068353
Mon Nov 27 02:18:42 2023,0.750000,426991616,4416989193780068353
Mon Nov 27 02:18:43 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:44 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:45 2023,0.250000,426991616,4416989193780068353
Mon Nov 27 02:18:46 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:47 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:48 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:49 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:50 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:51 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:52 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:53 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:54 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:55 2023,0.250000,426991616,4416989193780068353
Mon Nov 27 02:18:56 2023,0.000000,426991616,4416989193780068353
Mon Nov 27 02:18:57 2023,0.250000,426991616,4416989193780068353
Mon Nov 27 02:18:58 2023,0.755668,427024384,4416989193780068353
Mon Nov 27 02:18:59 2023,0.251256,427024384,4416989193780068353
Mon Nov 27 02:19:00 2023,0.250627,427024384,4416989193780068353
Mon Nov 27 02:19:01 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:02 2023,0.250000,427024384,4416989193780068353
Mon Nov 27 02:19:03 2023,0.250627,427024384,4416989193780068353
Mon Nov 27 02:19:04 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:05 2023,0.251256,427024384,4416989193780068353
Mon Nov 27 02:19:06 2023,0.250000,427024384,4416989193780068353
Mon Nov 27 02:19:07 2023,0.250627,427024384,4416989193780068353
Mon Nov 27 02:19:08 2023,0.250000,427024384,4416989193780068353
Mon Nov 27 02:19:09 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:10 2023,0.500000,427024384,4416989193780068353
Mon Nov 27 02:19:11 2023,0.250627,427024384,4416989193780068353
Mon Nov 27 02:19:12 2023,0.748130,427024384,4416989193780068353
Mon Nov 27 02:19:13 2023,0.753769,427024384,4416989193780068353
Mon Nov 27 02:19:14 2023,0.500000,427024384,4416989193780068353
Mon Nov 27 02:19:15 2023,0.501253,427024384,4416989193780068353
Mon Nov 27 02:19:16 2023,0.250000,427024384,4416989193780068353
Mon Nov 27 02:19:17 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:18 2023,0.498753,427057152,4416989193780068353
Mon Nov 27 02:19:19 2023,0.500000,426991616,4416989193780068353
Mon Nov 27 02:19:20 2023,0.748130,427024384,4416989193780068353
Mon Nov 27 02:19:21 2023,1.243781,427024384,4416989193780068353
Mon Nov 27 02:19:22 2023,0.997506,427024384,4416989193780068353
Mon Nov 27 02:19:23 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:24 2023,0.997506,427024384,4416989193780068353
Mon Nov 27 02:19:25 2023,0.748130,427024384,4416989193780068353
Mon Nov 27 02:19:26 2023,0.250627,427024384,4416989193780068353
Mon Nov 27 02:19:27 2023,0.500000,427024384,4416989193780068353
Mon Nov 27 02:19:28 2023,0.500000,427024384,4416989193780068353
Mon Nov 27 02:19:29 2023,0.498753,427024384,4416989193780068353
Mon Nov 27 02:19:30 2023,0.000000,427024384,4416989193780068353
Mon Nov 27 02:19:31 2023,0.748130,427024384,4416989193780068353
