epoch,value
1709560102.268,32755712.000000
1709560103.268,33361920.000000
1709560104.268,34820096.000000
1709560105.268,34820096.000000
1709560106.268,34820096.000000
1709560107.268,34820096.000000
1709560108.268,34820096.000000
1709560109.268,34820096.000000
1709560110.268,34820096.000000
1709560111.268,34820096.000000
1709560112.268,34820096.000000
1709560113.268,34820096.000000
1709560114.268,34820096.000000
1709560115.268,34820096.000000
1709560116.268,34820096.000000
1709560117.268,34820096.000000
1709560118.268,34820096.000000
1709560119.268,34820096.000000
1709560120.268,34820096.000000
1709560121.268,34820096.000000
1709560122.268,34820096.000000
1709560123.268,34820096.000000
1709560124.268,34820096.000000
1709560125.268,34820096.000000
1709560126.268,34820096.000000
1709560127.268,34820096.000000
1709560128.268,34820096.000000
1709560129.268,34820096.000000
1709560130.268,34824192.000000
1709560131.268,34856960.000000
1709560132.268,34856960.000000
1709560133.268,34861056.000000
1709560134.268,34861056.000000
1709560135.268,34861056.000000
1709560136.268,34861056.000000
1709560137.268,34861056.000000
1709560138.268,34861056.000000
1709560139.268,34861056.000000
1709560140.268,34861056.000000
1709560141.268,34861056.000000
1709560142.268,34861056.000000
1709560143.268,34861056.000000
1709560144.268,34861056.000000
1709560145.268,34861056.000000
1709560146.268,34861056.000000
1709560147.268,34861056.000000
1709560148.268,34861056.000000
1709560149.268,34861056.000000
1709560150.268,34861056.000000
1709560151.268,34861056.000000
1709560152.268,34861056.000000
1709560153.268,34861056.000000
1709560154.268,34861056.000000
1709560155.268,34861056.000000
1709560156.268,34861056.000000
1709560157.268,34861056.000000
1709560158.268,34861056.000000
1709560159.268,34861056.000000
1709560160.268,34861056.000000
1709560161.268,34861056.000000
1709560162.268,34861056.000000
1709560163.268,34861056.000000
1709560164.268,34861056.000000
1709560165.268,34861056.000000
1709560166.268,34861056.000000
1709560167.268,34861056.000000
1709560168.268,34861056.000000
1709560169.268,34861056.000000
1709560170.268,34861056.000000
1709560171.268,34861056.000000
1709560172.268,34861056.000000
1709560173.268,34861056.000000
1709560174.268,34861056.000000
1709560175.268,34861056.000000
1709560176.268,34861056.000000
1709560177.268,34861056.000000
1709560178.268,34861056.000000
1709560179.268,34861056.000000
1709560180.268,34861056.000000
1709560181.268,34861056.000000
1709560182.268,34861056.000000
1709560183.268,34861056.000000
1709560184.268,34861056.000000
1709560185.268,34861056.000000
1709560186.268,34861056.000000
1709560187.268,34861056.000000
1709560188.268,34861056.000000
1709560189.268,34861056.000000
1709560190.268,34861056.000000
1709560191.268,34861056.000000
1709560192.268,34861056.000000
1709560193.268,34861056.000000
1709560194.268,34861056.000000
1709560195.268,34861056.000000
1709560196.268,34861056.000000
1709560197.268,34861056.000000
1709560198.268,34861056.000000
1709560199.268,34861056.000000
1709560200.268,34865152.000000
1709560201.268,34865152.000000
1709560202.268,34865152.000000
1709560203.268,34865152.000000
1709560204.268,34865152.000000
1709560205.268,34865152.000000
1709560206.268,34865152.000000
1709560207.268,34865152.000000
1709560208.268,34865152.000000
1709560209.268,34865152.000000
1709560210.268,34865152.000000
1709560211.268,34865152.000000
1709560212.268,34865152.000000
1709560213.268,34865152.000000
1709560214.268,34865152.000000
1709560215.268,34865152.000000
1709560216.268,34869248.000000
