epoch,value
1709537591.383,94.897959
1709537592.384,95.000000
1709537593.383,100.000000
1709537594.383,99.009901
1709537595.383,99.000000
1709537596.383,100.000000
1709537597.383,100.000000
1709537598.383,99.009901
1709537599.384,99.000000
1709537600.383,99.000000
1709537601.384,99.000000
1709537602.383,99.000000
1709537603.383,100.000000
1709537604.383,100.000000
1709537605.383,99.000000
1709537606.383,99.009901
1709537607.383,100.000000
1709537608.383,99.000000
1709537609.383,100.000000
1709537610.383,100.000000
1709537611.383,99.009901
1709537612.383,100.000000
1709537613.383,99.000000
1709537614.383,100.000000
1709537615.383,100.000000
1709537616.383,99.009901
1709537617.383,100.000000
1709537618.383,99.000000
1709537619.383,100.000000
1709537620.383,100.000000
1709537621.383,99.009901
1709537622.383,99.000000
1709537623.384,100.000000
1709537624.383,100.000000
1709537625.383,98.019802
1709537626.383,98.979592
1709537627.383,98.989899
1709537628.384,98.989899
1709537629.384,100.000000
1709537630.383,99.000000
1709537631.383,100.000000
1709537632.383,97.000000
1709537633.383,99.000000
1709537634.383,86.597938
1709537635.383,84.693878
1709537636.384,100.000000
1709537637.383,98.019802
1709537638.383,98.979592
1709537639.383,94.845361
1709537640.383,98.019802
1709537641.383,100.000000
1709537642.384,81.372549
1709537643.383,100.000000
1709537644.383,100.000000
1709537645.383,99.000000
1709537646.383,99.000000
1709537647.383,98.989899
1709537648.383,98.000000
1709537649.383,98.989899
1709537650.383,99.000000
1709537651.383,100.000000
1709537652.384,100.000000
1709537653.383,98.019802
1709537654.384,98.979592
1709537655.383,86.597938
1709537656.383,100.000000
1709537657.383,99.000000
1709537658.383,98.979592
1709537659.383,100.000000
1709537660.383,96.938776
1709537661.384,98.989899
1709537662.383,97.029703
1709537663.383,99.000000
1709537664.383,99.000000
1709537665.384,100.000000
1709537666.383,87.254902
1709537667.383,100.000000
1709537668.383,97.000000
1709537669.383,100.000000
1709537670.383,94.059406
1709537671.383,86.868687
1709537672.383,99.000000
1709537673.383,100.000000
1709537674.383,99.000000
1709537675.383,100.000000
1709537676.383,99.000000
1709537677.383,100.000000
1709537678.383,100.000000
1709537679.383,99.000000
1709537680.383,100.000000
1709537681.383,99.000000
1709537682.383,100.000000
1709537683.383,99.000000
1709537684.383,99.000000
1709537685.383,100.000000
1709537686.383,99.009901
1709537687.383,99.000000
1709537688.383,100.000000
1709537689.383,100.000000
1709537690.383,99.009901
1709537691.383,100.000000
1709537692.383,99.000000
1709537693.383,99.000000
1709537694.383,100.000000
1709537695.383,99.009901
1709537696.383,100.000000
1709537697.383,100.000000
1709537698.383,99.000000
1709537699.383,100.000000
1709537700.383,99.009901
1709537701.383,99.000000
1709537702.383,100.000000
1709537703.383,100.000000
1709537704.383,98.019802
1709537705.383,100.000000
1709537706.383,100.000000
1709537707.383,100.000000
1709537708.383,98.019802
1709537709.383,99.000000
1709537710.383,100.000000
1709537711.383,99.009901
1709537712.383,100.000000
1709537713.383,100.000000
1709537714.383,99.000000
1709537715.383,100.000000
1709537716.383,99.009901
1709537717.383,100.000000
1709537718.383,99.000000
1709537719.383,99.000000
1709537720.383,100.000000
1709537721.383,100.000000
1709537722.383,99.000000
1709537723.383,100.000000
1709537724.383,100.000000
1709537725.383,99.009901
1709537726.383,100.000000
1709537727.383,99.000000
1709537728.383,99.000000
1709537729.383,100.000000
1709537730.383,99.000000
