interest,rtt(ms)
/scenario1-3-4/traffic37,29.262001
/scenario1-3-4/traffic66,31.408211
/scenario1-3-4/traffic44,27.755334
/scenario1-3-4/traffic94,24.073139
/scenario1-3-4/traffic9,18.860629
/scenario1-3-4/traffic18,16.576375
/scenario1-3-4/traffic37,10.370894
/scenario1-3-4/traffic31,10.393622
/scenario1-3-4/traffic7,10.870024
/scenario1-3-4/traffic4,10.228389
/scenario1-3-4/traffic7,7.232200
/scenario1-3-4/traffic55,13.143334
/scenario1-3-4/traffic30,8.442532
/scenario1-3-4/traffic63,8.150121
/scenario1-3-4/traffic20,8.557647
/scenario1-3-4/traffic18,7.914530
/scenario1-3-4/traffic20,4.640078
/scenario1-3-4/traffic26,8.609579
/scenario1-3-4/traffic34,10.833626
/scenario1-3-4/traffic73,8.972300
/scenario1-3-4/traffic9,5.692182
/scenario1-3-4/traffic3,14.402530
/scenario1-3-4/traffic76,8.402347
/scenario1-3-4/traffic33,18.837063
/scenario1-3-4/traffic18,10.518910
/scenario1-3-4/traffic27,10.298397
/scenario1-3-4/traffic4,5.041018
/scenario1-3-4/traffic5,9.116951
/scenario1-3-4/traffic23,9.799429
/scenario1-3-4/traffic73,5.524293
/scenario1-3-4/traffic19,14.046285
/scenario1-3-4/traffic6,8.003343
/scenario1-3-4/traffic70,8.436619
/scenario1-3-4/traffic6,4.693010
/scenario1-3-4/traffic89,9.945792
/scenario1-3-4/traffic6,4.986067
/scenario1-3-4/traffic6,4.982401
/scenario1-3-4/traffic7,8.998804
/scenario1-3-4/traffic1,17.492582
/scenario1-3-4/traffic26,6.924692
/scenario1-3-4/traffic49,10.982062
/scenario1-3-4/traffic17,9.463575
/scenario1-3-4/traffic2,12.094916
/scenario1-3-4/traffic35,20.988472
/scenario1-3-4/traffic45,14.884298
/scenario1-3-4/traffic69,11.405670
/scenario1-3-4/traffic7,5.818993
/scenario1-3-4/traffic8,16.067020
/scenario1-3-4/traffic12,19.266121
/scenario1-3-4/traffic27,9.541201
/scenario1-3-4/traffic45,6.901838
/scenario1-3-4/traffic20,4.703776
/scenario1-3-4/traffic44,6.043446
/scenario1-3-4/traffic41,18.596695
/scenario1-3-4/traffic22,12.374775
/scenario1-3-4/traffic24,10.629967
/scenario1-3-4/traffic92,8.839471
/scenario1-3-4/traffic53,14.616756
/scenario1-3-4/traffic8,8.038931
/scenario1-3-4/traffic22,5.985373
/scenario1-3-4/traffic5,4.680588
/scenario1-3-4/traffic5,0.411676
/scenario1-3-4/traffic20,5.237122
/scenario1-3-4/traffic44,4.614193
/scenario1-3-4/traffic2,7.426633
/scenario1-3-4/traffic2,2.394929
/scenario1-3-4/traffic14,12.852225
/scenario1-3-4/traffic7,4.533476
/scenario1-3-4/traffic37,6.251055
/scenario1-3-4/traffic8,5.663630
/scenario1-3-4/traffic14,6.237059
/scenario1-3-4/traffic10,10.907168
/scenario1-3-4/traffic58,8.222903
/scenario1-3-4/traffic34,7.455879
/scenario1-3-4/traffic58,5.206198
/scenario1-3-4/traffic80,8.127265
/scenario1-3-4/traffic30,4.942581
/scenario1-3-4/traffic76,10.430321
/scenario1-3-4/traffic66,5.885727
/scenario1-3-4/traffic35,14.948542
/scenario1-3-4/traffic5,13.769068
/scenario1-3-4/traffic89,9.710661
/scenario1-3-4/traffic61,12.516578
/scenario1-3-4/traffic32,9.060367
/scenario1-3-4/traffic13,11.376313
/scenario1-3-4/traffic12,9.608773
/scenario1-3-4/traffic3,4.114139
/scenario1-3-4/traffic98,8.731322
