interest,rtt(ms)
/scenario1-1-2/traffic2,33.223630
/scenario1-1-2/traffic7,31.834680
/scenario1-1-2/traffic22,31.652197
/scenario1-1-2/traffic1,27.367157
/scenario1-1-2/traffic89,22.253324
/scenario1-1-2/traffic84,17.348293
/scenario1-1-2/traffic13,15.254554
/scenario1-1-2/traffic14,11.439251
/scenario1-1-2/traffic1,4.715151
/scenario1-1-2/traffic73,11.849667
/scenario1-1-2/traffic58,12.804107
/scenario1-1-2/traffic64,10.851556
/scenario1-1-2/traffic51,12.343617
/scenario1-1-2/traffic20,11.460408
/scenario1-1-2/traffic13,4.929312
/scenario1-1-2/traffic11,17.051027
/scenario1-1-2/traffic39,14.645696
/scenario1-1-2/traffic10,13.361115
/scenario1-1-2/traffic27,11.775058
/scenario1-1-2/traffic47,12.853963
/scenario1-1-2/traffic97,11.170906
/scenario1-1-2/traffic46,15.884879
/scenario1-1-2/traffic10,6.373240
/scenario1-1-2/traffic43,14.499855
/scenario1-1-2/traffic2,5.659758
/scenario1-1-2/traffic47,5.684751
/scenario1-1-2/traffic4,12.824135
/scenario1-1-2/traffic59,24.665762
/scenario1-1-2/traffic75,20.305903
/scenario1-1-2/traffic96,15.528688
/scenario1-1-2/traffic1,13.116361
/scenario1-1-2/traffic4,7.822309
/scenario1-1-2/traffic7,4.725753
/scenario1-1-2/traffic41,17.099500
/scenario1-1-2/traffic41,2.931767
/scenario1-1-2/traffic5,14.366072
/scenario1-1-2/traffic2,13.940966
/scenario1-1-2/traffic3,21.240987
/scenario1-1-2/traffic25,17.464194
/scenario1-1-2/traffic43,11.531763
/scenario1-1-2/traffic21,13.950535
/scenario1-1-2/traffic15,12.067764
/scenario1-1-2/traffic17,15.200864
/scenario1-1-2/traffic68,11.907056
/scenario1-1-2/traffic5,5.489011
/scenario1-1-2/traffic26,12.519041
/scenario1-1-2/traffic40,12.328313
/scenario1-1-2/traffic4,5.948370
/scenario1-1-2/traffic12,11.146407
/scenario1-1-2/traffic32,10.894511
/scenario1-1-2/traffic6,11.483819
/scenario1-1-2/traffic4,3.918542
/scenario1-1-2/traffic34,11.771397
/scenario1-1-2/traffic24,11.541063
/scenario1-1-2/traffic62,12.030036
/scenario1-1-2/traffic30,11.367963
/scenario1-1-2/traffic35,14.855522
/scenario1-1-2/traffic35,9.577354
/scenario1-1-2/traffic59,7.324688
/scenario1-1-2/traffic95,14.138297
/scenario1-1-2/traffic89,11.776332
/scenario1-1-2/traffic50,17.315749
/scenario1-1-2/traffic36,15.633056
/scenario1-1-2/traffic2,7.470980
/scenario1-1-2/traffic33,13.439589
/scenario1-1-2/traffic6,5.886374
/scenario1-1-2/traffic6,4.267343
/scenario1-1-2/traffic98,15.542203
/scenario1-1-2/traffic24,4.785490
/scenario1-1-2/traffic88,14.766131
/scenario1-1-2/traffic4,17.845529
/scenario1-1-2/traffic4,9.660537
/scenario1-1-2/traffic5,16.136476
/scenario1-1-2/traffic4,1.744514
/scenario1-1-2/traffic29,19.861513
/scenario1-1-2/traffic53,15.083351
/scenario1-1-2/traffic10,13.182281
/scenario1-1-2/traffic19,11.818436
/scenario1-1-2/traffic15,4.617818
/scenario1-1-2/traffic3,6.216891
/scenario1-1-2/traffic27,17.503008
/scenario1-1-2/traffic76,11.895339
/scenario1-1-2/traffic98,5.374401
/scenario1-1-2/traffic3,9.279008
