interest,rtt(ms)
/skenario1-1-1-1/traffic11,19.199702
/skenario1-1-1-1/traffic11,22.532156
/skenario1-1-1-1/traffic7,26.324178
/skenario1-1-1-1/traffic12,28.025783
/skenario1-1-1-1/traffic45,27.589391
/skenario1-1-1-1/traffic45,25.776946
/skenario1-1-1-1/traffic6,28.554251
/skenario1-1-1-1/traffic88,30.262349
/skenario1-1-1-1/traffic75,31.589403
/skenario1-1-1-1/traffic2,40.284366
/skenario1-1-1-1/traffic30,39.054184
/skenario1-1-1-1/traffic69,38.679455
/skenario1-1-1-1/traffic69,30.555938
/skenario1-1-1-1/traffic89,38.490323
/skenario1-1-1-1/traffic14,33.650788
/skenario1-1-1-1/traffic28,33.466781
/skenario1-1-1-1/traffic23,30.583951
/skenario1-1-1-1/traffic21,29.824983
/skenario1-1-1-1/traffic11,10.834089
/skenario1-1-1-1/traffic23,10.695630
/skenario1-1-1-1/traffic14,9.922042
/skenario1-1-1-1/traffic3,29.172974
/skenario1-1-1-1/traffic18,13.968305
/skenario1-1-1-1/traffic18,6.963140
/skenario1-1-1-1/traffic69,8.541033
/skenario1-1-1-1/traffic38,14.537076
/skenario1-1-1-1/traffic42,14.909592
/skenario1-1-1-1/traffic24,14.530907
/skenario1-1-1-1/traffic13,12.090372
/skenario1-1-1-1/traffic47,12.545108
/skenario1-1-1-1/traffic85,15.564343
/skenario1-1-1-1/traffic15,15.506556
/skenario1-1-1-1/traffic6,6.790491
/skenario1-1-1-1/traffic42,5.883957
/skenario1-1-1-1/traffic2,4.296156
/skenario1-1-1-1/traffic3,4.252123
/skenario1-1-1-1/traffic24,14.467238
/skenario1-1-1-1/traffic84,27.899499
/skenario1-1-1-1/traffic7,9.146401
/skenario1-1-1-1/traffic82,31.935697
/skenario1-1-1-1/traffic3,5.361511
/skenario1-1-1-1/traffic96,33.507506
/skenario1-1-1-1/traffic25,34.578933
/skenario1-1-1-1/traffic25,8.003218
/skenario1-1-1-1/traffic73,34.535482
/skenario1-1-1-1/traffic75,5.641497
/skenario1-1-1-1/traffic26,35.606375
/skenario1-1-1-1/traffic13,5.309114
/skenario1-1-1-1/traffic22,36.572779
/skenario1-1-1-1/traffic2,6.528781
/skenario1-1-1-1/traffic41,36.565825
/skenario1-1-1-1/traffic41,37.380094
/skenario1-1-1-1/traffic41,6.630094
/skenario1-1-1-1/traffic12,8.009411
/skenario1-1-1-1/traffic36,39.171339
/skenario1-1-1-1/traffic16,38.945033
/skenario1-1-1-1/traffic16,36.356387
/skenario1-1-1-1/traffic79,36.231055
/skenario1-1-1-1/traffic5,34.270139
/skenario1-1-1-1/traffic10,34.953143
/skenario1-1-1-1/traffic10,6.316982
/skenario1-1-1-1/traffic68,34.938738
/skenario1-1-1-1/traffic90,35.359926
/skenario1-1-1-1/traffic48,35.833761
/skenario1-1-1-1/traffic9,31.122985
/skenario1-1-1-1/traffic1,31.203431
/skenario1-1-1-1/traffic1,16.008231
/skenario1-1-1-1/traffic1,3.199916
/skenario1-1-1-1/traffic16,8.010417
/skenario1-1-1-1/traffic86,23.413881
/skenario1-1-1-1/traffic33,23.746035
/skenario1-1-1-1/traffic17,23.963087
/skenario1-1-1-1/traffic9,4.968925
/skenario1-1-1-1/traffic79,4.539104
/skenario1-1-1-1/traffic19,25.330805
/skenario1-1-1-1/traffic17,4.937753
/skenario1-1-1-1/traffic16,4.756886
/skenario1-1-1-1/traffic26,4.034577
/skenario1-1-1-1/traffic95,29.290483
/skenario1-1-1-1/traffic95,12.058422
/skenario1-1-1-1/traffic8,28.968930
/skenario1-1-1-1/traffic67,30.557798
/skenario1-1-1-1/traffic6,29.809938
/skenario1-1-1-1/traffic6,8.080017
/skenario1-1-1-1/traffic74,30.440102
/skenario1-1-1-1/traffic4,30.884226
/skenario1-1-1-1/traffic4,27.954453
/skenario1-1-1-1/traffic39,28.803379
/skenario1-1-1-1/traffic17,11.392306
/skenario1-1-1-1/traffic23,29.483219
/skenario1-1-1-1/traffic32,29.769239
/skenario1-1-1-1/traffic59,29.031704
/skenario1-1-1-1/traffic3,23.183120
/skenario1-1-1-1/traffic14,22.775733
/skenario1-1-1-1/traffic29,18.523424
/skenario1-1-1-1/traffic13,18.635263
/skenario1-1-1-1/traffic18,17.506566
/skenario1-1-1-1/traffic24,15.520158
/skenario1-1-1-1/traffic9,12.361435
/skenario1-1-1-1/traffic1,8.057054
/skenario1-1-1-1/traffic9,4.209627
/skenario1-1-1-1/traffic96,14.182887
/skenario1-1-1-1/traffic12,14.250984
/skenario1-1-1-1/traffic29,8.964648
/skenario1-1-1-1/traffic29,7.083025
/skenario1-1-1-1/traffic6,8.372209
/skenario1-1-1-1/traffic1,7.852355
/skenario1-1-1-1/traffic23,7.979156
/skenario1-1-1-1/traffic2,16.524028
/skenario1-1-1-1/traffic2,8.917225
/skenario1-1-1-1/traffic11,21.746893
/skenario1-1-1-1/traffic9,6.772843
/skenario1-1-1-1/traffic46,19.059611
/skenario1-1-1-1/traffic91,31.132177
/skenario1-1-1-1/traffic91,11.439554
/skenario1-1-1-1/traffic59,17.776894
/skenario1-1-1-1/traffic4,17.399042
/skenario1-1-1-1/traffic4,17.822504
/skenario1-1-1-1/traffic9,18.004950
/skenario1-1-1-1/traffic9,17.890022
/skenario1-1-1-1/traffic11,17.857975
/skenario1-1-1-1/traffic24,16.084703
/skenario1-1-1-1/traffic35,35.084784
/skenario1-1-1-1/traffic35,28.129755
/skenario1-1-1-1/traffic16,31.467343
/skenario1-1-1-1/traffic72,31.444469
/skenario1-1-1-1/traffic53,28.431481
/skenario1-1-1-1/traffic79,28.081038
/skenario1-1-1-1/traffic77,23.794656
/skenario1-1-1-1/traffic94,19.860074
/skenario1-1-1-1/traffic18,17.559096
/skenario1-1-1-1/traffic14,6.651569
/skenario1-1-1-1/traffic16,4.562460
/skenario1-1-1-1/traffic94,5.130620
/skenario1-1-1-1/traffic4,5.748420
/skenario1-1-1-1/traffic4,4.692744
/skenario1-1-1-1/traffic13,5.872003
/skenario1-1-1-1/traffic8,8.174146
/skenario1-1-1-1/traffic67,9.094908
/skenario1-1-1-1/traffic53,17.898920
/skenario1-1-1-1/traffic2,18.787241
/skenario1-1-1-1/traffic2,15.947004
/skenario1-1-1-1/traffic71,24.131024
/skenario1-1-1-1/traffic23,18.540633
/skenario1-1-1-1/traffic23,17.071036
/skenario1-1-1-1/traffic6,18.009450
/skenario1-1-1-1/traffic11,17.289167
/skenario1-1-1-1/traffic20,24.025396
/skenario1-1-1-1/traffic20,19.689452
/skenario1-1-1-1/traffic20,15.696111
/skenario1-1-1-1/traffic85,23.678066
/skenario1-1-1-1/traffic37,23.667071
/skenario1-1-1-1/traffic27,23.211536
/skenario1-1-1-1/traffic21,23.349448
/skenario1-1-1-1/traffic21,2.375165
/skenario1-1-1-1/traffic21,2.094681
/skenario1-1-1-1/traffic60,23.244367
/skenario1-1-1-1/traffic1,22.724907
/skenario1-1-1-1/traffic10,21.914922
/skenario1-1-1-1/traffic33,20.725119
/skenario1-1-1-1/traffic1,7.839228
/skenario1-1-1-1/traffic38,13.109420
/skenario1-1-1-1/traffic2,4.396589
/skenario1-1-1-1/traffic10,6.847616
/skenario1-1-1-1/traffic10,2.361090
/skenario1-1-1-1/traffic1,5.675442
/skenario1-1-1-1/traffic1,2.417056
/skenario1-1-1-1/traffic8,13.141388
/skenario1-1-1-1/traffic11,9.244449
/skenario1-1-1-1/traffic20,11.784138
/skenario1-1-1-1/traffic43,18.626006
/skenario1-1-1-1/traffic98,18.764539
/skenario1-1-1-1/traffic4,26.684250
/skenario1-1-1-1/traffic1,21.116725
/skenario1-1-1-1/traffic35,16.495934
/skenario1-1-1-1/traffic2,15.359862
/skenario1-1-1-1/traffic3,22.224941
/skenario1-1-1-1/traffic61,22.289916
/skenario1-1-1-1/traffic6,23.402188
/skenario1-1-1-1/traffic19,18.186029
/skenario1-1-1-1/traffic1,6.454514
/skenario1-1-1-1/traffic1,6.371017
/skenario1-1-1-1/traffic43,14.880104
/skenario1-1-1-1/traffic35,17.340394
/skenario1-1-1-1/traffic67,34.390377
/skenario1-1-1-1/traffic4,17.910960
/skenario1-1-1-1/traffic22,22.019103
/skenario1-1-1-1/traffic61,16.851113
/skenario1-1-1-1/traffic9,22.518122
/skenario1-1-1-1/traffic40,19.672120
/skenario1-1-1-1/traffic59,19.667857
/skenario1-1-1-1/traffic5,19.432553
/skenario1-1-1-1/traffic7,20.952260
/skenario1-1-1-1/traffic24,21.057656
/skenario1-1-1-1/traffic3,10.954966
/skenario1-1-1-1/traffic3,1.277301
/skenario1-1-1-1/traffic79,5.308723
/skenario1-1-1-1/traffic21,6.445612
/skenario1-1-1-1/traffic4,7.013713
/skenario1-1-1-1/traffic9,8.399454
/skenario1-1-1-1/traffic95,13.854089
/skenario1-1-1-1/traffic34,14.778587
/skenario1-1-1-1/traffic45,22.837816
/skenario1-1-1-1/traffic24,15.214407
/skenario1-1-1-1/traffic42,22.827413
/skenario1-1-1-1/traffic1,13.590409
/skenario1-1-1-1/traffic28,33.997795
/skenario1-1-1-1/traffic2,34.498387
/skenario1-1-1-1/traffic2,29.976691
/skenario1-1-1-1/traffic2,1.240323
/skenario1-1-1-1/traffic3,9.439270
/skenario1-1-1-1/traffic5,9.034870
/skenario1-1-1-1/traffic69,36.245608
/skenario1-1-1-1/traffic50,36.846127
/skenario1-1-1-1/traffic86,36.678861
/skenario1-1-1-1/traffic81,34.791160
/skenario1-1-1-1/traffic11,35.117993
/skenario1-1-1-1/traffic11,5.770591
/skenario1-1-1-1/traffic52,35.754639
/skenario1-1-1-1/traffic30,35.398278
/skenario1-1-1-1/traffic35,33.199601
/skenario1-1-1-1/traffic23,24.749295
/skenario1-1-1-1/traffic99,23.722733
/skenario1-1-1-1/traffic25,23.698064
/skenario1-1-1-1/traffic25,16.516065
/skenario1-1-1-1/traffic80,23.647528
/skenario1-1-1-1/traffic16,23.592155
/skenario1-1-1-1/traffic6,10.494963
/skenario1-1-1-1/traffic40,5.076349
/skenario1-1-1-1/traffic94,22.304163
/skenario1-1-1-1/traffic76,23.172742
/skenario1-1-1-1/traffic18,22.844818
/skenario1-1-1-1/traffic18,3.135707
/skenario1-1-1-1/traffic11,4.927992
/skenario1-1-1-1/traffic40,3.805108
/skenario1-1-1-1/traffic16,4.565656
/skenario1-1-1-1/traffic29,12.008323
/skenario1-1-1-1/traffic7,4.654036
/skenario1-1-1-1/traffic4,12.644055
/skenario1-1-1-1/traffic4,2.866337
/skenario1-1-1-1/traffic1,12.606608
/skenario1-1-1-1/traffic18,5.573344
/skenario1-1-1-1/traffic5,4.257658
/skenario1-1-1-1/traffic28,4.591918
/skenario1-1-1-1/traffic28,4.051878
/skenario1-1-1-1/traffic89,15.318351
/skenario1-1-1-1/traffic2,6.529499
/skenario1-1-1-1/traffic18,9.394933
/skenario1-1-1-1/traffic37,25.023855
/skenario1-1-1-1/traffic10,23.922257
/skenario1-1-1-1/traffic10,20.696201
/skenario1-1-1-1/traffic14,24.070668
