epoch,value
1709538413.038,32.500000
1709538414.038,31.875000
1709538415.038,31.875000
1709538416.038,31.250000
1709538417.038,31.250000
1709538418.038,31.250000
1709538419.038,31.250000
1709538420.038,31.250000
1709538421.038,31.250000
1709538422.038,31.250000
1709538423.038,31.250000
1709538424.038,31.250000
1709538425.038,31.250000
1709538426.038,31.250000
1709538427.038,31.250000
1709538428.038,31.250000
1709538429.038,31.250000
1709538430.038,31.250000
1709538431.038,31.250000
1709538432.038,30.625000
1709538433.038,31.250000
1709538434.038,31.250000
1709538435.038,31.250000
1709538436.038,31.250000
1709538437.038,30.625000
1709538438.038,31.250000
1709538439.038,31.250000
1709538440.038,31.250000
1709538441.038,31.250000
1709538442.038,30.625000
1709538443.038,30.625000
1709538444.038,31.250000
1709538445.038,30.625000
1709538446.038,31.250000
1709538447.038,31.250000
1709538448.038,31.250000
1709538449.038,31.250000
1709538450.038,31.250000
1709538451.038,30.625000
1709538452.038,30.625000
1709538453.038,30.625000
1709538454.038,31.250000
1709538455.038,31.250000
1709538456.038,31.250000
1709538457.038,31.250000
1709538458.038,30.625000
1709538459.038,30.625000
1709538460.038,30.625000
1709538461.038,30.625000
1709538462.038,31.250000
1709538463.038,30.625000
1709538464.038,30.625000
1709538465.038,30.625000
1709538466.038,30.625000
1709538467.038,31.250000
1709538468.038,30.625000
1709538469.038,30.625000
1709538470.038,30.625000
1709538471.038,30.625000
1709538472.038,30.625000
1709538473.038,30.625000
1709538474.038,31.250000
1709538475.038,31.250000
1709538476.038,30.625000
1709538477.038,30.625000
1709538478.038,30.625000
1709538479.038,30.625000
1709538480.038,31.250000
1709538481.038,30.625000
1709538482.038,30.625000
1709538483.038,30.625000
1709538484.038,31.250000
1709538485.038,30.625000
1709538486.038,30.625000
1709538487.038,30.625000
1709538488.038,30.625000
1709538489.038,30.625000
1709538490.038,30.625000
1709538491.038,30.625000
1709538492.038,30.625000
1709538493.038,30.625000
1709538494.038,30.625000
1709538495.038,30.625000
1709538496.038,30.625000
1709538497.038,30.625000
1709538498.038,30.625000
1709538499.038,30.625000
1709538500.038,30.625000
1709538501.038,30.625000
1709538502.038,30.625000
1709538503.038,30.625000
1709538504.038,30.625000
1709538505.038,30.625000
1709538506.038,30.625000
1709538507.038,30.625000
1709538508.038,30.625000
1709538509.038,30.625000
1709538510.038,30.625000
1709538511.038,30.625000
1709538512.038,30.625000
1709538513.038,30.625000
1709538514.038,30.625000
1709538515.038,30.000000
1709538516.038,30.625000
1709538517.038,30.625000
1709538518.038,30.625000
1709538519.038,30.625000
1709538520.038,31.250000
1709538521.038,30.625000
1709538522.038,31.250000
1709538523.038,30.625000
1709538524.038,31.250000
1709538525.038,31.250000
1709538526.038,30.625000
1709538527.038,31.250000
1709538528.038,30.625000
1709538529.038,31.250000
1709538530.038,31.250000
1709538531.038,31.250000
1709538532.038,30.625000
1709538533.038,30.625000
1709538534.038,31.250000
1709538535.038,31.250000
1709538536.038,31.250000
1709538537.038,31.250000
1709538538.038,31.250000
1709538539.038,31.250000
1709538540.038,30.625000
1709538541.038,30.625000
1709538542.038,30.625000
1709538543.038,31.250000
1709538544.038,31.250000
1709538545.038,30.625000
1709538546.038,31.250000
1709538547.038,31.250000
1709538548.038,30.625000
1709538549.038,31.250000
1709538550.038,31.250000
1709538551.038,31.250000
1709538552.038,31.250000
1709538553.038,31.250000
1709538554.038,31.250000
1709538555.038,31.250000
1709538556.038,31.250000
1709538557.038,31.250000
1709538558.038,31.250000
1709538559.038,31.250000
1709538560.038,31.250000
1709538561.038,31.250000
1709538562.038,31.250000
1709538563.038,31.250000
1709538564.038,31.250000
1709538565.038,31.250000
1709538566.038,31.250000
1709538567.038,31.250000
1709538568.038,31.250000
1709538569.038,31.250000
1709538570.038,31.250000
1709538571.038,30.625000
1709538572.038,30.625000
1709538573.038,30.625000
1709538574.038,30.625000
1709538575.038,31.250000
1709538576.038,30.625000
1709538577.038,30.625000
1709538578.038,30.625000
1709538579.038,30.625000
1709538580.038,30.625000
1709538581.038,31.250000
1709538582.038,30.625000
1709538583.038,30.625000
1709538584.038,30.625000
1709538585.038,30.625000
1709538586.038,30.625000
1709538587.038,30.625000
1709538588.038,30.625000
1709538589.038,30.625000
1709538590.038,30.625000
1709538591.038,30.625000
1709538592.038,30.625000
1709538593.038,30.625000
1709538594.038,30.625000
1709538595.038,30.625000
1709538596.038,30.625000
1709538597.038,30.000000
1709538598.038,30.625000
1709538599.038,30.625000
1709538600.038,30.625000
1709538601.038,30.625000
1709538602.038,30.625000
1709538603.038,30.000000
1709538604.038,30.000000
1709538605.038,30.625000
1709538606.038,30.625000
1709538607.038,30.625000
1709538608.038,30.625000
