PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,182993.009567,18.299301,
1,537,537,0,0.000000,0.000000,6486.612679,12.079353
2,455,455,0,0.000000,0.000000,5637.461089,12.390024
3,383,383,0,0.000000,0.000000,5246.491170,13.698410
4,333,333,0,0.000000,0.000000,5058.918169,15.191946
5,321,321,0,0.000000,0.000000,4885.176388,15.218618
6,275,275,0,0.000000,0.000000,4138.239645,15.048144
7,273,273,0,0.000000,0.000000,4257.624545,15.595694
8,241,241,0,0.000000,0.000000,3484.985148,14.460519
9,223,223,0,0.000000,0.000000,3590.040134,16.098835
10,218,218,0,0.000000,0.000000,3382.255472,15.514933
11,176,176,0,0.000000,0.000000,2915.656595,16.566231
12,169,169,0,0.000000,0.000000,3225.282885,19.084514
13,190,190,0,0.000000,0.000000,2979.948564,15.683940
14,167,167,0,0.000000,0.000000,2774.904867,16.616197
15,134,134,0,0.000000,0.000000,2587.624927,19.310634
16,135,135,0,0.000000,0.000000,2645.790657,19.598449
17,153,153,0,0.000000,0.000000,2712.874118,17.731203
18,144,144,0,0.000000,0.000000,2595.546177,18.024626
19,126,126,0,0.000000,0.000000,2247.165183,17.834644
20,134,134,0,0.000000,0.000000,2581.114231,19.262046
21,130,130,0,0.000000,0.000000,2451.036668,18.854128
22,123,123,0,0.000000,0.000000,2431.977273,19.772173
23,120,120,0,0.000000,0.000000,2138.367789,17.819732
24,123,123,0,0.000000,0.000000,2045.291205,16.628384
25,105,105,0,0.000000,0.000000,2007.514333,19.119184
26,112,112,0,0.000000,0.000000,2109.116594,18.831398
27,124,124,0,0.000000,0.000000,2402.746228,19.376986
28,107,107,0,0.000000,0.000000,2356.186121,22.020431
29,96,96,0,0.000000,0.000000,2009.086457,20.927984
30,92,92,0,0.000000,0.000000,1782.431320,19.374253
31,82,82,0,0.000000,0.000000,1649.326605,20.113739
32,92,92,0,0.000000,0.000000,1916.405505,20.830495
33,97,97,0,0.000000,0.000000,1899.547029,19.582959
34,93,93,0,0.000000,0.000000,1904.733654,20.481007
35,95,95,0,0.000000,0.000000,1859.878599,19.577669
36,96,96,0,0.000000,0.000000,2003.149593,20.866142
37,75,75,0,0.000000,0.000000,1316.697689,17.555969
38,94,94,0,0.000000,0.000000,1857.677928,19.762531
39,94,94,0,0.000000,0.000000,1838.363198,19.557055
40,66,66,0,0.000000,0.000000,1473.675030,22.328410
41,64,64,0,0.000000,0.000000,1469.671601,22.963619
42,73,73,0,0.000000,0.000000,1396.916438,19.135842
43,69,69,0,0.000000,0.000000,1537.632759,22.284533
44,76,76,0,0.000000,0.000000,1509.722499,19.864770
45,71,71,0,0.000000,0.000000,1348.174496,18.988373
46,84,84,0,0.000000,0.000000,1441.022140,17.155025
47,82,82,0,0.000000,0.000000,1589.393092,19.382843
48,74,74,0,0.000000,0.000000,1474.034364,19.919383
49,74,74,0,0.000000,0.000000,1631.038932,22.041067
50,70,70,0,0.000000,0.000000,1557.819885,22.254570
51,55,55,0,0.000000,0.000000,1305.217980,23.731236
52,56,56,0,0.000000,0.000000,1231.995749,21.999924
53,70,70,0,0.000000,0.000000,1369.769149,19.568131
54,59,59,0,0.000000,0.000000,1453.636525,24.637907
55,68,68,0,0.000000,0.000000,1454.596199,21.391121
56,60,60,0,0.000000,0.000000,1363.258088,22.720968
57,52,52,0,0.000000,0.000000,1026.838545,19.746895
58,61,61,0,0.000000,0.000000,1303.267189,21.365036
59,48,48,0,0.000000,0.000000,1027.507515,21.406407
60,54,54,0,0.000000,0.000000,1214.979301,22.499617
61,74,74,0,0.000000,0.000000,1744.916177,23.579948
62,56,56,0,0.000000,0.000000,1242.003735,22.178638
63,59,59,0,0.000000,0.000000,1303.473563,22.092772
64,58,58,0,0.000000,0.000000,1052.870734,18.152944
65,55,55,0,0.000000,0.000000,1173.782084,21.341492
66,56,56,0,0.000000,0.000000,1276.499590,22.794636
67,57,57,0,0.000000,0.000000,1197.274134,21.004809
68,51,51,0,0.000000,0.000000,1100.078962,21.570176
69,54,54,0,0.000000,0.000000,1197.314438,22.172490
70,46,46,0,0.000000,0.000000,1022.245142,22.222720
71,55,55,0,0.000000,0.000000,1225.568424,22.283062
72,49,49,0,0.000000,0.000000,1221.556596,24.929726
73,53,53,0,0.000000,0.000000,1227.626841,23.162771
74,39,39,0,0.000000,0.000000,889.776543,22.814783
75,48,48,0,0.000000,0.000000,1143.495181,23.822816
76,62,62,0,0.000000,0.000000,1243.455704,20.055737
77,50,50,0,0.000000,0.000000,1031.346511,20.626930
78,43,43,0,0.000000,0.000000,944.073697,21.955202
79,30,30,0,0.000000,0.000000,779.035222,25.967841
80,54,54,0,0.000000,0.000000,1286.110281,23.816857
81,34,34,0,0.000000,0.000000,833.609896,24.517938
82,45,45,0,0.000000,0.000000,1008.344833,22.407663
83,41,41,0,0.000000,0.000000,813.277509,19.836037
84,47,47,0,0.000000,0.000000,1113.002878,23.680912
85,48,48,0,0.000000,0.000000,1081.714793,22.535725
86,51,51,0,0.000000,0.000000,1118.964011,21.940471
87,37,37,0,0.000000,0.000000,854.563690,23.096316
