interest,rtt(ms)
/skenario1-1-1-3/traffic1,19.977993
/skenario1-1-1-3/traffic26,19.204258
/skenario1-1-1-3/traffic8,16.522094
/skenario1-1-1-3/traffic27,17.006780
/skenario1-1-1-3/traffic30,17.423877
/skenario1-1-1-3/traffic99,13.629202
/skenario1-1-1-3/traffic100,15.397987
/skenario1-1-1-3/traffic15,14.539445
/skenario1-1-1-3/traffic50,13.494577
/skenario1-1-1-3/traffic22,13.094343
/skenario1-1-1-3/traffic25,13.598894
/skenario1-1-1-3/traffic7,14.080925
/skenario1-1-1-3/traffic23,20.611294
/skenario1-1-1-3/traffic1,6.864652
/skenario1-1-1-3/traffic70,24.701319
/skenario1-1-1-3/traffic7,4.447083
/skenario1-1-1-3/traffic34,25.473017
/skenario1-1-1-3/traffic6,26.270989
/skenario1-1-1-3/traffic60,23.361977
/skenario1-1-1-3/traffic7,5.351564
/skenario1-1-1-3/traffic1,4.398547
/skenario1-1-1-3/traffic1,1.039008
/skenario1-1-1-3/traffic43,32.496350
/skenario1-1-1-3/traffic22,4.291388
/skenario1-1-1-3/traffic69,49.563760
/skenario1-1-1-3/traffic22,7.707394
/skenario1-1-1-3/traffic100,10.553638
/skenario1-1-1-3/traffic29,63.265733
/skenario1-1-1-3/traffic8,21.958440
/skenario1-1-1-3/traffic99,21.229413
/skenario1-1-1-3/traffic48,71.577356
/skenario1-1-1-3/traffic55,72.327955
/skenario1-1-1-3/traffic5,69.322545
/skenario1-1-1-3/traffic5,60.788528
/skenario1-1-1-3/traffic5,35.766702
/skenario1-1-1-3/traffic5,32.044576
/skenario1-1-1-3/traffic5,31.946633
/skenario1-1-1-3/traffic51,71.390695
/skenario1-1-1-3/traffic51,28.550210
/skenario1-1-1-3/traffic54,71.379046
/skenario1-1-1-3/traffic54,56.455386
/skenario1-1-1-3/traffic52,71.272657
/skenario1-1-1-3/traffic9,67.962751
/skenario1-1-1-3/traffic11,61.025464
/skenario1-1-1-3/traffic11,28.966281
/skenario1-1-1-3/traffic82,61.070879
/skenario1-1-1-3/traffic14,61.084734
/skenario1-1-1-3/traffic19,60.003419
/skenario1-1-1-3/traffic19,58.168783
/skenario1-1-1-3/traffic2,59.764709
/skenario1-1-1-3/traffic71,58.750885
/skenario1-1-1-3/traffic98,56.768904
/skenario1-1-1-3/traffic4,55.734249
/skenario1-1-1-3/traffic12,55.061698
/skenario1-1-1-3/traffic12,30.552507
/skenario1-1-1-3/traffic17,51.950698
/skenario1-1-1-3/traffic17,38.649743
/skenario1-1-1-3/traffic20,45.791240
/skenario1-1-1-3/traffic3,44.139840
/skenario1-1-1-3/traffic3,37.494546
/skenario1-1-1-3/traffic3,36.429988
/skenario1-1-1-3/traffic53,39.755113
/skenario1-1-1-3/traffic53,39.349301
/skenario1-1-1-3/traffic10,39.595369
/skenario1-1-1-3/traffic63,39.773062
/skenario1-1-1-3/traffic41,40.231432
/skenario1-1-1-3/traffic91,40.036445
/skenario1-1-1-3/traffic49,35.032561
/skenario1-1-1-3/traffic47,36.004725
/skenario1-1-1-3/traffic44,28.729959
/skenario1-1-1-3/traffic44,3.213835
