PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,9994,0,0.060000,0.000000,183581.373321,18.369159,
1,583,583,0,0.000000,0.000000,7112.961407,12.200620
2,437,437,0,0.000000,0.000000,5561.195487,12.725848
3,369,369,0,0.000000,0.000000,4880.473833,13.226216
4,335,335,0,0.000000,0.000000,4674.877078,13.954857
5,322,322,0,0.000000,0.000000,4340.055024,13.478432
6,271,271,0,0.000000,0.000000,4362.472692,16.097685
7,251,250,0,0.398406,0.000000,3719.590069,14.878360
8,236,236,0,0.000000,0.000000,3734.503013,15.824165
9,221,221,0,0.000000,0.000000,3619.228587,16.376600
10,192,192,0,0.000000,0.000000,3173.150300,16.526824
11,204,203,0,0.490196,0.000000,3233.612767,15.929127
12,188,188,0,0.000000,0.000000,3124.207546,16.618125
13,178,178,0,0.000000,0.000000,3051.964137,17.145866
14,168,168,0,0.000000,0.000000,2820.446341,16.788371
15,186,186,0,0.000000,0.000000,3069.113631,16.500611
16,161,161,0,0.000000,0.000000,2674.221191,16.610070
17,138,138,0,0.000000,0.000000,2598.105145,18.826849
18,141,141,0,0.000000,0.000000,2427.808661,17.218501
19,150,150,0,0.000000,0.000000,3021.500176,20.143335
20,155,155,0,0.000000,0.000000,2744.547535,17.706758
21,109,109,0,0.000000,0.000000,2113.851591,19.393134
22,107,107,0,0.000000,0.000000,2291.704224,21.417796
23,127,126,0,0.787402,0.000000,2345.463574,18.614790
24,121,121,0,0.000000,0.000000,2435.613805,20.129040
25,120,120,0,0.000000,0.000000,2472.418126,20.603484
26,108,108,0,0.000000,0.000000,2065.699935,19.126851
27,108,108,0,0.000000,0.000000,2253.143432,20.862439
28,91,91,0,0.000000,0.000000,1532.659786,16.842415
29,110,110,0,0.000000,0.000000,1972.141948,17.928563
30,95,95,0,0.000000,0.000000,1994.108479,20.990616
31,85,85,0,0.000000,0.000000,1783.664742,20.984291
32,93,93,0,0.000000,0.000000,1921.011154,20.656034
33,60,59,0,1.666667,0.000000,1288.114015,21.832441
34,80,79,0,1.250000,0.000000,1585.036526,20.063753
35,90,90,0,0.000000,0.000000,1819.024413,20.211382
36,92,92,0,0.000000,0.000000,2002.628963,21.767706
37,72,72,0,0.000000,0.000000,1546.608235,21.480670
38,80,80,0,0.000000,0.000000,1483.003681,18.537546
39,73,73,0,0.000000,0.000000,1728.585311,23.679251
40,82,82,0,0.000000,0.000000,1674.052934,20.415280
41,82,82,0,0.000000,0.000000,1874.889425,22.864505
42,72,72,0,0.000000,0.000000,1665.826799,23.136483
43,78,78,0,0.000000,0.000000,1665.070315,21.347055
44,81,81,0,0.000000,0.000000,1640.483563,20.252883
45,68,68,0,0.000000,0.000000,1445.671447,21.259874
46,60,60,0,0.000000,0.000000,1426.554420,23.775907
47,73,73,0,0.000000,0.000000,1419.948677,19.451352
48,74,74,0,0.000000,0.000000,1510.818677,20.416469
49,79,79,0,0.000000,0.000000,1647.449948,20.853797
50,65,65,0,0.000000,0.000000,1672.822182,25.735726
51,81,81,0,0.000000,0.000000,1569.187349,19.372683
52,59,59,0,0.000000,0.000000,1257.123903,21.307185
53,72,72,0,0.000000,0.000000,1411.055114,19.597988
54,69,69,0,0.000000,0.000000,1492.066932,21.624158
55,79,79,0,0.000000,0.000000,1736.652168,21.982939
56,61,61,0,0.000000,0.000000,1199.653080,19.666444
57,62,62,0,0.000000,0.000000,1379.414306,22.248618
58,62,62,0,0.000000,0.000000,1325.894057,21.385388
59,57,57,0,0.000000,0.000000,1201.782944,21.083911
60,53,53,0,0.000000,0.000000,1193.951722,22.527391
61,48,48,0,0.000000,0.000000,1149.355776,23.944912
62,45,45,0,0.000000,0.000000,994.809610,22.106880
63,61,61,0,0.000000,0.000000,1369.688069,22.453903
64,57,57,0,0.000000,0.000000,1255.552329,22.027234
65,49,49,0,0.000000,0.000000,1213.872247,24.772903
66,63,63,0,0.000000,0.000000,1590.456118,25.245335
67,58,58,0,0.000000,0.000000,1334.728293,23.012557
68,64,64,0,0.000000,0.000000,1348.864604,21.076009
69,64,64,0,0.000000,0.000000,1071.323740,16.739433
70,55,54,0,1.818182,0.000000,1186.378583,21.969974
71,51,51,0,0.000000,0.000000,1167.442911,22.891037
72,55,55,0,0.000000,0.000000,1149.342751,20.897141
73,55,55,0,0.000000,0.000000,936.917314,17.034860
74,47,47,0,0.000000,0.000000,1295.630120,27.566598
75,54,54,0,0.000000,0.000000,1253.588732,23.214606
76,42,42,0,0.000000,0.000000,1070.702484,25.492916
77,50,50,0,0.000000,0.000000,1140.478713,22.809574
78,45,45,0,0.000000,0.000000,1084.246608,24.094369
79,43,43,0,0.000000,0.000000,1002.881347,23.322822
80,42,42,0,0.000000,0.000000,961.499756,22.892851
81,43,43,0,0.000000,0.000000,767.562680,17.850295
82,39,39,0,0.000000,0.000000,878.065504,22.514500
83,39,39,0,0.000000,0.000000,827.946142,21.229388
84,39,39,0,0.000000,0.000000,861.064285,22.078571
85,49,49,0,0.000000,0.000000,980.542894,20.011079
86,51,51,0,0.000000,0.000000,1053.522002,20.657294
87,35,35,0,0.000000,0.000000,833.894421,23.825555
88,42,42,0,0.000000,0.000000,944.528396,22.488771
89,56,56,0,0.000000,0.000000,1195.254002,21.343821
90,46,46,0,0.000000,0.000000,1003.004801,21.804452
91,32,32,0,0.000000,0.000000,844.605468,26.393921
92,40,40,0,0.000000,0.000000,957.732295,23.943307
93,32,32,0,0.000000,0.000000,939.753546,29.367298
94,36,36,0,0.000000,0.000000,899.536041,24.987112
95,27,27,0,0.000000,0.000000,710.203103,26.303819
96,43,43,0,0.000000,0.000000,1064.843124,24.763794
97,34,34,0,0.000000,0.000000,843.237844,24.801113
98,33,33,0,0.000000,0.000000,830.434423,25.164679
99,23,23,0,0.000000,0.000000,574.385590,24.973287
100,37,37,0,0.000000,0.000000,1004.610133,27.151625
