PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,9999,0,0.010000,0.000000,90861.455687,9.087054,
1,491,491,0,0.000000,0.000000,3501.186877,7.130727
2,472,472,0,0.000000,0.000000,3373.447412,7.147134
3,390,390,0,0.000000,0.000000,2850.696449,7.309478
4,370,370,0,0.000000,0.000000,2679.937094,7.243073
5,326,326,0,0.000000,0.000000,2498.723497,7.664796
6,274,274,0,0.000000,0.000000,2129.635337,7.772392
7,230,230,0,0.000000,0.000000,1833.150503,7.970220
8,237,237,0,0.000000,0.000000,1986.360235,8.381267
9,217,217,0,0.000000,0.000000,1749.510387,8.062260
10,221,221,0,0.000000,0.000000,1684.736168,7.623241
11,174,174,0,0.000000,0.000000,1481.384627,8.513705
12,184,184,0,0.000000,0.000000,1515.674184,8.237360
13,177,177,0,0.000000,0.000000,1512.627572,8.545918
14,162,162,0,0.000000,0.000000,1392.808950,8.597586
15,166,166,0,0.000000,0.000000,1462.862700,8.812426
16,125,125,0,0.000000,0.000000,1036.078800,8.288630
17,138,138,0,0.000000,0.000000,1228.381225,8.901313
18,149,149,0,0.000000,0.000000,1346.244390,9.035197
19,140,140,0,0.000000,0.000000,1289.313909,9.209385
20,131,131,0,0.000000,0.000000,1154.759055,8.814955
21,123,123,0,0.000000,0.000000,1105.596704,8.988591
22,126,126,0,0.000000,0.000000,1116.435408,8.860598
23,114,114,0,0.000000,0.000000,1020.854343,8.954863
24,111,111,0,0.000000,0.000000,993.590309,8.951264
25,120,120,0,0.000000,0.000000,1042.959670,8.691331
26,112,112,0,0.000000,0.000000,1017.619499,9.085888
27,92,92,0,0.000000,0.000000,859.744637,9.345050
28,91,91,0,0.000000,0.000000,886.684886,9.743790
29,95,95,0,0.000000,0.000000,900.138070,9.475138
30,109,109,0,0.000000,0.000000,961.873990,8.824532
31,92,92,0,0.000000,0.000000,902.795617,9.812996
32,89,89,0,0.000000,0.000000,873.414138,9.813642
33,85,85,0,0.000000,0.000000,870.590734,10.242244
34,85,85,0,0.000000,0.000000,823.243400,9.685216
35,92,92,0,0.000000,0.000000,871.048023,9.467913
36,86,86,0,0.000000,0.000000,775.414483,9.016447
37,77,77,0,0.000000,0.000000,744.708985,9.671545
38,90,90,0,0.000000,0.000000,821.958752,9.132875
39,83,83,0,0.000000,0.000000,744.619792,8.971323
40,89,89,0,0.000000,0.000000,866.331318,9.734060
41,85,85,0,0.000000,0.000000,842.705215,9.914179
42,77,77,0,0.000000,0.000000,728.222310,9.457433
43,91,91,0,0.000000,0.000000,922.224406,10.134334
44,58,58,0,0.000000,0.000000,613.714167,10.581279
45,69,69,0,0.000000,0.000000,725.466233,10.514003
46,65,65,0,0.000000,0.000000,674.463129,10.376356
47,69,69,0,0.000000,0.000000,684.073273,9.914105
48,68,68,0,0.000000,0.000000,715.739175,10.525576
49,60,60,0,0.000000,0.000000,652.911426,10.881857
50,71,71,0,0.000000,0.000000,730.374100,10.286959
51,72,72,0,0.000000,0.000000,760.522149,10.562808
52,61,61,0,0.000000,0.000000,604.520037,9.910165
53,71,71,0,0.000000,0.000000,741.493893,10.443576
54,64,64,0,0.000000,0.000000,646.236649,10.097448
55,66,66,0,0.000000,0.000000,643.386694,9.748283
56,71,71,0,0.000000,0.000000,732.607309,10.318413
57,65,65,0,0.000000,0.000000,686.635246,10.563619
58,65,65,0,0.000000,0.000000,661.773263,10.181127
59,69,69,0,0.000000,0.000000,689.457970,9.992144
60,56,56,0,0.000000,0.000000,611.163884,10.913641
61,52,52,0,0.000000,0.000000,586.079790,11.270765
62,54,54,0,0.000000,0.000000,561.231945,10.393184
63,57,57,0,0.000000,0.000000,591.036282,10.369058
64,54,54,0,0.000000,0.000000,573.615951,10.622518
65,56,56,0,0.000000,0.000000,579.005490,10.339384
66,62,62,0,0.000000,0.000000,617.599795,9.961287
67,60,60,0,0.000000,0.000000,605.467636,10.091127
68,59,59,0,0.000000,0.000000,666.943762,11.304132
69,51,51,0,0.000000,0.000000,573.293920,11.241057
70,51,51,0,0.000000,0.000000,554.753313,10.877516
71,57,57,0,0.000000,0.000000,591.371304,10.374935
72,61,61,0,0.000000,0.000000,611.956836,10.032079
73,44,44,0,0.000000,0.000000,521.257395,11.846759
74,50,50,0,0.000000,0.000000,496.626364,9.932527
75,48,48,0,0.000000,0.000000,496.649973,10.346874
76,42,42,0,0.000000,0.000000,496.156220,11.813243
77,62,62,0,0.000000,0.000000,601.265250,9.697827
