epoch,shortterm,midterm,longterm
1708313609.053,0.385742,0.119141,0.041016
1708313610.053,0.385742,0.119141,0.041016
1708313611.059,0.354492,0.116699,0.040527
1708313612.053,0.354492,0.116699,0.040527
1708313613.053,0.354492,0.116699,0.040527
1708313614.053,0.354492,0.116699,0.040527
1708313615.053,0.354492,0.116699,0.040527
1708313616.054,0.325684,0.114746,0.040039
1708313617.053,0.325684,0.114746,0.040039
1708313618.053,0.325684,0.114746,0.040039
1708313619.053,0.325684,0.114746,0.040039
1708313620.053,0.325684,0.114746,0.040039
1708313621.054,0.299316,0.112793,0.039551
1708313622.053,0.299316,0.112793,0.039551
1708313623.053,0.299316,0.112793,0.039551
1708313624.053,0.299316,0.112793,0.039551
1708313625.054,0.299316,0.112793,0.039551
1708313626.054,0.274902,0.110840,0.039062
1708313627.053,0.274902,0.110840,0.039062
1708313628.053,0.274902,0.110840,0.039062
1708313629.054,0.274902,0.110840,0.039062
1708313630.053,0.274902,0.110840,0.039062
1708313631.054,0.252441,0.108887,0.038574
1708313632.053,0.252441,0.108887,0.038574
1708313633.053,0.252441,0.108887,0.038574
1708313634.053,0.252441,0.108887,0.038574
1708313635.053,0.252441,0.108887,0.038574
1708313636.053,0.231934,0.106934,0.038086
1708313637.054,0.231934,0.106934,0.038086
1708313638.053,0.231934,0.106934,0.038086
1708313639.054,0.231934,0.106934,0.038086
1708313640.053,0.231934,0.106934,0.038086
1708313641.053,0.212891,0.104980,0.037598
1708313642.053,0.212891,0.104980,0.037598
1708313643.053,0.212891,0.104980,0.037598
1708313644.053,0.212891,0.104980,0.037598
1708313645.055,0.212891,0.104980,0.037598
1708313646.053,0.195801,0.103027,0.037109
1708313647.053,0.195801,0.103027,0.037109
1708313648.055,0.195801,0.103027,0.037109
1708313649.053,0.195801,0.103027,0.037109
1708313650.054,0.195801,0.103027,0.037109
1708313651.053,0.179688,0.101074,0.036621
1708313652.053,0.179688,0.101074,0.036621
1708313653.057,0.179688,0.101074,0.036621
1708313654.054,0.179688,0.101074,0.036621
1708313655.053,0.179688,0.101074,0.036621
1708313656.053,0.165039,0.099121,0.036133
1708313657.053,0.165039,0.099121,0.036133
1708313658.053,0.165039,0.099121,0.036133
1708313659.053,0.165039,0.099121,0.036133
1708313660.053,0.165039,0.099121,0.036133
1708313661.053,0.151367,0.097168,0.035645
1708313662.053,0.151367,0.097168,0.035645
1708313663.053,0.151367,0.097168,0.035645
1708313664.054,0.151367,0.097168,0.035645
1708313665.053,0.151367,0.097168,0.035645
1708313666.053,0.139160,0.095215,0.035156
1708313667.053,0.139160,0.095215,0.035156
1708313668.054,0.139160,0.095215,0.035156
1708313669.053,0.139160,0.095215,0.035156
1708313670.054,0.139160,0.095215,0.035156
1708313671.053,0.127930,0.093262,0.034668
1708313672.054,0.127930,0.093262,0.034668
1708313673.053,0.127930,0.093262,0.034668
1708313674.053,0.127930,0.093262,0.034668
1708313675.053,0.127930,0.093262,0.034668
1708313676.053,0.117676,0.091309,0.034180
1708313677.053,0.117676,0.091309,0.034180
1708313678.055,0.117676,0.091309,0.034180
1708313679.054,0.117676,0.091309,0.034180
1708313680.053,0.117676,0.091309,0.034180
1708313681.053,0.107910,0.089355,0.033691
1708313682.053,0.107910,0.089355,0.033691
1708313683.054,0.107910,0.089355,0.033691
1708313684.053,0.107910,0.089355,0.033691
1708313685.053,0.107910,0.089355,0.033691
1708313686.053,0.179688,0.104492,0.039062
1708313687.053,0.179688,0.104492,0.039062
1708313688.053,0.179688,0.104492,0.039062
1708313689.054,0.179688,0.104492,0.039062
1708313690.053,0.179688,0.104492,0.039062
1708313691.053,0.165039,0.102539,0.038574
1708313692.053,0.165039,0.102539,0.038574
1708313693.053,0.165039,0.102539,0.038574
1708313694.053,0.165039,0.102539,0.038574
1708313695.054,0.165039,0.102539,0.038574
1708313696.053,0.151367,0.100586,0.038086
1708313697.054,0.151367,0.100586,0.038086
1708313698.053,0.151367,0.100586,0.038086
1708313699.054,0.151367,0.100586,0.038086
1708313700.053,0.151367,0.100586,0.038086
1708313701.053,0.139160,0.098633,0.037598
1708313702.053,0.139160,0.098633,0.037598
1708313703.053,0.139160,0.098633,0.037598
1708313704.053,0.139160,0.098633,0.037598
1708313705.054,0.139160,0.098633,0.037598
1708313706.053,0.127930,0.096680,0.037109
1708313707.053,0.127930,0.096680,0.037109
1708313708.054,0.127930,0.096680,0.037109
1708313709.053,0.127930,0.096680,0.037109
1708313710.054,0.127930,0.096680,0.037109
1708313711.053,0.117676,0.094727,0.036621
1708313712.053,0.117676,0.094727,0.036621
1708313713.053,0.117676,0.094727,0.036621
1708313714.053,0.117676,0.094727,0.036621
1708313715.053,0.117676,0.094727,0.036621
1708313716.053,0.107910,0.092773,0.036133
1708313717.055,0.107910,0.092773,0.036133
1708313718.053,0.107910,0.092773,0.036133
1708313719.054,0.107910,0.092773,0.036133
1708313720.054,0.107910,0.092773,0.036133
1708313721.053,0.099121,0.090820,0.035645
1708313722.054,0.099121,0.090820,0.035645
1708313723.053,0.099121,0.090820,0.035645
1708313724.053,0.099121,0.090820,0.035645
1708313725.053,0.099121,0.090820,0.035645
1708313726.053,0.090820,0.088867,0.035156
1708313727.053,0.090820,0.088867,0.035156
1708313728.054,0.090820,0.088867,0.035156
1708313729.053,0.090820,0.088867,0.035156
1708313730.053,0.090820,0.088867,0.035156
1708313731.053,0.083496,0.086914,0.034668
1708313732.053,0.083496,0.086914,0.034668
1708313733.053,0.083496,0.086914,0.034668
1708313734.054,0.083496,0.086914,0.034668
1708313735.053,0.083496,0.086914,0.034668
1708313736.054,0.076660,0.085449,0.034180
1708313737.053,0.076660,0.085449,0.034180
1708313738.053,0.076660,0.085449,0.034180
1708313739.053,0.076660,0.085449,0.034180
1708313740.053,0.076660,0.085449,0.034180
1708313741.053,0.070312,0.083984,0.033691
1708313742.054,0.070312,0.083984,0.033691
1708313743.053,0.070312,0.083984,0.033691
1708313744.054,0.070312,0.083984,0.033691
1708313745.054,0.070312,0.083984,0.033691
1708313746.053,0.064453,0.082520,0.033203
1708313747.053,0.064453,0.082520,0.033203
1708313748.054,0.064453,0.082520,0.033203
1708313749.053,0.064453,0.082520,0.033203
