Time,CPU used, RAM used, VRAM used
Wed Mar 13 06:00:57 2024,0.000000,449961984,4416989193780068353
Wed Mar 13 06:00:58 2024,0.000000,449961984,4416989193780068353
Wed Mar 13 06:00:59 2024,0.000000,449961984,4416989193780068353
Wed Mar 13 06:01:00 2024,0.000000,449945600,4416989193780068353
Wed Mar 13 06:01:01 2024,0.000000,449945600,4416989193780068353
Wed Mar 13 06:01:02 2024,0.249377,449945600,4416989193780068353
Wed Mar 13 06:01:03 2024,0.000000,449945600,4416989193780068353
Wed Mar 13 06:01:04 2024,0.000000,449945600,4416989193780068353
Wed Mar 13 06:01:05 2024,0.000000,449945600,4416989193780068353
Wed Mar 13 06:01:06 2024,0.252525,449880064,4416989193780068353
Wed Mar 13 06:01:07 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:08 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:09 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:10 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:11 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:12 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:13 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:14 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:15 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:16 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:17 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:18 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:19 2024,0.000000,449880064,4416989193780068353
Wed Mar 13 06:01:20 2024,3.517588,449880064,4416989193780068353
Wed Mar 13 06:01:21 2024,18.579235,458211328,4416989193780068353
Wed Mar 13 06:01:22 2024,3.858521,480210944,4416989193780068353
Wed Mar 13 06:01:23 2024,15.056818,500871168,4416989193780068353
Wed Mar 13 06:01:24 2024,25.125628,492097536,4416989193780068353
Wed Mar 13 06:01:25 2024,25.000000,456204288,4416989193780068353
Wed Mar 13 06:01:26 2024,23.846154,477364224,4416989193780068353
Wed Mar 13 06:01:27 2024,25.563910,498266112,4416989193780068353
Wed Mar 13 06:01:28 2024,25.563910,518926336,4416989193780068353
Wed Mar 13 06:01:29 2024,25.376884,538038272,4416989193780068353
Wed Mar 13 06:01:30 2024,18.082192,560521216,4416989193780068353
Wed Mar 13 06:01:31 2024,20.744681,581472256,4416989193780068353
Wed Mar 13 06:01:32 2024,19.189189,603455488,4416989193780068353
Wed Mar 13 06:01:33 2024,18.528610,623890432,4416989193780068353
Wed Mar 13 06:01:34 2024,14.571429,646647808,4416989193780068353
Wed Mar 13 06:01:35 2024,21.315789,714936320,4416989193780068353
Wed Mar 13 06:01:36 2024,18.873239,698212352,4416989193780068353
