Time,CPU used, RAM used, VRAM used
Fri Mar 15 07:58:18 2024,0.000000,452083712,4416989193780068353
Fri Mar 15 07:58:19 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:20 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:21 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:22 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:23 2024,0.250000,452116480,4416989193780068353
Fri Mar 15 07:58:24 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:25 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:26 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:27 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:28 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:29 2024,0.250000,452116480,4416989193780068353
Fri Mar 15 07:58:30 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:31 2024,0.000000,452116480,4416989193780068353
Fri Mar 15 07:58:32 2024,1.256281,452440064,4416989193780068353
Fri Mar 15 07:58:33 2024,3.562341,452599808,4416989193780068353
Fri Mar 15 07:58:34 2024,2.564103,452665344,4416989193780068353
Fri Mar 15 07:58:35 2024,2.301790,452730880,4416989193780068353
Fri Mar 15 07:58:36 2024,4.040404,452599808,4416989193780068353
Fri Mar 15 07:58:37 2024,3.797468,452599808,4416989193780068353
Fri Mar 15 07:58:38 2024,3.299492,452632576,4416989193780068353
Fri Mar 15 07:58:39 2024,3.291139,452665344,4416989193780068353
Fri Mar 15 07:58:40 2024,3.797468,452730880,4416989193780068353
Fri Mar 15 07:58:41 2024,3.544304,452665344,4416989193780068353
Fri Mar 15 07:58:42 2024,3.797468,452665344,4416989193780068353
Fri Mar 15 07:58:43 2024,3.299492,452698112,4416989193780068353
Fri Mar 15 07:58:44 2024,3.787879,452698112,4416989193780068353
Fri Mar 15 07:58:45 2024,4.325700,452698112,4416989193780068353
Fri Mar 15 07:58:46 2024,3.797468,452698112,4416989193780068353
Fri Mar 15 07:58:47 2024,2.813299,452632576,4416989193780068353
Fri Mar 15 07:58:48 2024,3.069054,452599808,4416989193780068353
Fri Mar 15 07:58:49 2024,2.798982,452763648,4416989193780068353
Fri Mar 15 07:58:50 2024,2.813299,452698112,4416989193780068353
Fri Mar 15 07:58:51 2024,3.553299,452698112,4416989193780068353
Fri Mar 15 07:58:52 2024,2.798982,452698112,4416989193780068353
Fri Mar 15 07:58:53 2024,3.307888,452698112,4416989193780068353
