Time,CPU used, RAM used, VRAM used
Wed Mar 13 04:46:55 2024,nan,450699264,4416989193780068353
Wed Mar 13 04:46:56 2024,0.000000,450699264,4416989193780068353
Wed Mar 13 04:46:57 2024,0.000000,450699264,4416989193780068353
Wed Mar 13 04:46:58 2024,0.000000,450699264,4416989193780068353
Wed Mar 13 04:46:59 2024,0.511509,450699264,4416989193780068353
Wed Mar 13 04:47:00 2024,0.000000,450699264,4416989193780068353
Wed Mar 13 04:47:01 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:02 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:03 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:04 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:05 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:06 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:07 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:08 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:09 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:10 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:11 2024,0.249377,450600960,4416989193780068353
Wed Mar 13 04:47:12 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:13 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:14 2024,0.249377,450600960,4416989193780068353
Wed Mar 13 04:47:15 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:16 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:17 2024,0.000000,450600960,4416989193780068353
Wed Mar 13 04:47:18 2024,1.007557,450600960,4416989193780068353
Wed Mar 13 04:47:19 2024,3.037975,450891776,4416989193780068353
Wed Mar 13 04:47:20 2024,2.531646,450891776,4416989193780068353
Wed Mar 13 04:47:21 2024,1.781170,450891776,4416989193780068353
Wed Mar 13 04:47:22 2024,2.777778,450891776,4416989193780068353
Wed Mar 13 04:47:23 2024,2.538071,450891776,4416989193780068353
Wed Mar 13 04:47:24 2024,2.791878,450891776,4416989193780068353
Wed Mar 13 04:47:25 2024,2.784810,450891776,4416989193780068353
Wed Mar 13 04:47:26 2024,3.022670,450891776,4416989193780068353
Wed Mar 13 04:47:27 2024,3.022670,450859008,4416989193780068353
Wed Mar 13 04:47:28 2024,3.030303,450859008,4416989193780068353
Wed Mar 13 04:47:29 2024,3.274559,450891776,4416989193780068353
Wed Mar 13 04:47:30 2024,2.544529,450924544,4416989193780068353
Wed Mar 13 04:47:31 2024,2.290076,450924544,4416989193780068353
Wed Mar 13 04:47:32 2024,2.531646,450924544,4416989193780068353
Wed Mar 13 04:47:33 2024,3.517588,450924544,4416989193780068353
Wed Mar 13 04:47:34 2024,3.517588,450924544,4416989193780068353
Wed Mar 13 04:47:35 2024,2.278481,450924544,4416989193780068353
Wed Mar 13 04:47:36 2024,2.525253,450924544,4416989193780068353
Wed Mar 13 04:47:37 2024,3.022670,450891776,4416989193780068353
Wed Mar 13 04:47:38 2024,3.022670,450666496,4416989193780068353
Wed Mar 13 04:47:39 2024,2.284264,450666496,4416989193780068353
Wed Mar 13 04:47:40 2024,2.531646,450666496,4416989193780068353
Wed Mar 13 04:47:41 2024,2.538071,450666496,4416989193780068353
Wed Mar 13 04:47:42 2024,2.777778,450666496,4416989193780068353
Wed Mar 13 04:47:43 2024,2.040816,450666496,4416989193780068353
Wed Mar 13 04:47:44 2024,3.037975,450666496,4416989193780068353
Wed Mar 13 04:47:45 2024,2.777778,450666496,4416989193780068353
Wed Mar 13 04:47:46 2024,2.784810,450666496,4416989193780068353
Wed Mar 13 04:47:47 2024,3.030303,450666496,4416989193780068353
Wed Mar 13 04:47:48 2024,3.787879,450666496,4416989193780068353
Wed Mar 13 04:47:49 2024,3.030303,450666496,4416989193780068353
Wed Mar 13 04:47:50 2024,2.284264,450666496,4416989193780068353
Wed Mar 13 04:47:51 2024,3.274559,450666496,4416989193780068353
Wed Mar 13 04:47:52 2024,2.284264,450666496,4416989193780068353
Wed Mar 13 04:47:53 2024,2.531646,450666496,4416989193780068353
Wed Mar 13 04:47:54 2024,2.791878,450666496,4416989193780068353
Wed Mar 13 04:47:55 2024,2.784810,450666496,4416989193780068353
Wed Mar 13 04:47:56 2024,2.278481,450666496,4416989193780068353
Wed Mar 13 04:47:57 2024,2.531646,450666496,4416989193780068353
Wed Mar 13 04:47:58 2024,2.531646,450666496,4416989193780068353
Wed Mar 13 04:47:59 2024,3.266332,450666496,4416989193780068353
Wed Mar 13 04:48:00 2024,2.784810,450633728,4416989193780068353
Wed Mar 13 04:48:01 2024,2.040816,450699264,4416989193780068353
Wed Mar 13 04:48:02 2024,2.040816,450666496,4416989193780068353
Wed Mar 13 04:48:03 2024,2.538071,450666496,4416989193780068353
Wed Mar 13 04:48:04 2024,2.544529,450633728,4416989193780068353
Wed Mar 13 04:48:05 2024,2.538071,450666496,4416989193780068353
Wed Mar 13 04:48:06 2024,3.526448,450666496,4416989193780068353
Wed Mar 13 04:48:07 2024,2.295918,450666496,4416989193780068353
Wed Mar 13 04:48:08 2024,2.272727,450666496,4416989193780068353
Wed Mar 13 04:48:09 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:10 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:11 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:12 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:13 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:14 2024,0.498753,450666496,4416989193780068353
Wed Mar 13 04:48:15 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:16 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:17 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:18 2024,0.000000,450666496,4416989193780068353
Wed Mar 13 04:48:19 2024,0.502513,450666496,4416989193780068353
Wed Mar 13 04:48:20 2024,0.000000,450666496,4416989193780068353
