Time,CPU used, RAM used, VRAM used
Wed Mar 13 07:27:18 2024,100.000000,450813952,4416989193780068353
Wed Mar 13 07:27:19 2024,0.000000,450813952,4416989193780068353
Wed Mar 13 07:27:20 2024,0.000000,450813952,4416989193780068353
Wed Mar 13 07:27:21 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:22 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:23 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:24 2024,0.250000,450809856,4416989193780068353
Wed Mar 13 07:27:25 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:26 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:27 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:28 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:29 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:30 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:31 2024,0.250000,450809856,4416989193780068353
Wed Mar 13 07:27:32 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:33 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:34 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:35 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:36 2024,0.000000,450809856,4416989193780068353
Wed Mar 13 07:27:37 2024,0.502513,450940928,4416989193780068353
Wed Mar 13 07:27:38 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:39 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:40 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:41 2024,0.753769,450875392,4416989193780068353
Wed Mar 13 07:27:42 2024,0.249377,450875392,4416989193780068353
Wed Mar 13 07:27:43 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:44 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:45 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:46 2024,0.249377,450875392,4416989193780068353
Wed Mar 13 07:27:47 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:48 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:49 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:50 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:51 2024,0.250000,450875392,4416989193780068353
Wed Mar 13 07:27:52 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:53 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:54 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:55 2024,0.000000,450875392,4416989193780068353
Wed Mar 13 07:27:56 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:27:57 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:27:58 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:27:59 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:00 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:01 2024,0.250000,450842624,4416989193780068353
Wed Mar 13 07:28:02 2024,0.249377,450842624,4416989193780068353
Wed Mar 13 07:28:03 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:04 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:05 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:06 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:07 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:08 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:09 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:10 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:11 2024,0.751880,450842624,4416989193780068353
Wed Mar 13 07:28:12 2024,0.000000,450842624,4416989193780068353
Wed Mar 13 07:28:13 2024,1.278772,451399680,4416989193780068353
Wed Mar 13 07:28:14 2024,2.278481,451399680,4416989193780068353
Wed Mar 13 07:28:15 2024,2.784810,451399680,4416989193780068353
Wed Mar 13 07:28:16 2024,2.290076,451432448,4416989193780068353
Wed Mar 13 07:28:17 2024,2.531646,451432448,4416989193780068353
Wed Mar 13 07:28:18 2024,3.282828,451432448,4416989193780068353
Wed Mar 13 07:28:19 2024,2.030457,451465216,4416989193780068353
Wed Mar 13 07:28:20 2024,2.777778,451432448,4416989193780068353
Wed Mar 13 07:28:21 2024,2.040816,451432448,4416989193780068353
Wed Mar 13 07:28:22 2024,2.030457,451432448,4416989193780068353
Wed Mar 13 07:28:23 2024,2.538071,451432448,4416989193780068353
Wed Mar 13 07:28:24 2024,3.508772,451432448,4416989193780068353
Wed Mar 13 07:28:25 2024,2.777778,451432448,4416989193780068353
Wed Mar 13 07:28:26 2024,3.030303,451432448,4416989193780068353
Wed Mar 13 07:28:27 2024,2.040816,451432448,4416989193780068353
Wed Mar 13 07:28:28 2024,2.770781,451432448,4416989193780068353
Wed Mar 13 07:28:29 2024,2.284264,451432448,4416989193780068353
Wed Mar 13 07:28:30 2024,2.777778,451432448,4416989193780068353
Wed Mar 13 07:28:31 2024,1.794872,451432448,4416989193780068353
