Time,CPU used, RAM used, VRAM used
Wed Mar 13 06:21:30 2024,nan,454832128,4416989193780068353
Wed Mar 13 06:21:31 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:32 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:33 2024,0.249377,453541888,4416989193780068353
Wed Mar 13 06:21:34 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:35 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:36 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:37 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:38 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:39 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:40 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:41 2024,0.250000,453541888,4416989193780068353
Wed Mar 13 06:21:42 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:43 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:44 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:45 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:46 2024,0.249377,453541888,4416989193780068353
Wed Mar 13 06:21:47 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:48 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:49 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:50 2024,0.262467,453541888,4416989193780068353
Wed Mar 13 06:21:51 2024,0.250000,453541888,4416989193780068353
Wed Mar 13 06:21:52 2024,0.000000,453541888,4416989193780068353
Wed Mar 13 06:21:53 2024,0.501253,453541888,4416989193780068353
Wed Mar 13 06:21:54 2024,0.250000,453799936,4416989193780068353
Wed Mar 13 06:21:55 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:21:56 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:21:57 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:21:58 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:21:59 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:00 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:01 2024,0.250000,453799936,4416989193780068353
Wed Mar 13 06:22:02 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:03 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:04 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:05 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:06 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:07 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:08 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:09 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:10 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:11 2024,0.250000,453799936,4416989193780068353
Wed Mar 13 06:22:12 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:13 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:14 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:15 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:16 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:17 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:18 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:19 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:20 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:21 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:22 2024,0.249377,453799936,4416989193780068353
Wed Mar 13 06:22:23 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:24 2024,0.750000,453799936,4416989193780068353
Wed Mar 13 06:22:25 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:26 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:27 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:28 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:29 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:30 2024,0.000000,453799936,4416989193780068353
Wed Mar 13 06:22:31 2024,11.750000,454168576,4416989193780068353
Wed Mar 13 06:22:32 2024,0.501253,453746688,4416989193780068353
Wed Mar 13 06:22:33 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:34 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:35 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:36 2024,0.249377,453746688,4416989193780068353
Wed Mar 13 06:22:37 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:38 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:39 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:40 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:41 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:42 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:43 2024,0.249377,453746688,4416989193780068353
Wed Mar 13 06:22:44 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:45 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:46 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:47 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:48 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:49 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:50 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:51 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:52 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:53 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:54 2024,1.000000,453746688,4416989193780068353
Wed Mar 13 06:22:55 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:56 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:57 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:58 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:22:59 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:23:00 2024,0.000000,453746688,4416989193780068353
Wed Mar 13 06:23:01 2024,0.498753,453746688,4416989193780068353
Wed Mar 13 06:23:02 2024,0.502513,453505024,4416989193780068353
Wed Mar 13 06:23:03 2024,0.000000,453406720,4416989193780068353
Wed Mar 13 06:23:04 2024,0.000000,453406720,4416989193780068353
Wed Mar 13 06:23:05 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:06 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:07 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:08 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:09 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:10 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:11 2024,0.497512,453664768,4416989193780068353
Wed Mar 13 06:23:12 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:13 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:14 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:15 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:16 2024,0.249377,453664768,4416989193780068353
Wed Mar 13 06:23:17 2024,0.000000,453664768,4416989193780068353
Wed Mar 13 06:23:18 2024,1.515152,453664768,4416989193780068353
