Time,CPU used, RAM used, VRAM used
Fri Mar 15 08:22:14 2024,nan,450076672,4416989193780068353
Fri Mar 15 08:22:15 2024,0.000000,450093056,4416989193780068353
Fri Mar 15 08:22:16 2024,0.000000,450093056,4416989193780068353
Fri Mar 15 08:22:17 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:18 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:19 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:20 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:21 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:22 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:23 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:24 2024,0.000000,449802240,4416989193780068353
Fri Mar 15 08:22:25 2024,3.787879,450093056,4416989193780068353
Fri Mar 15 08:22:26 2024,2.806122,450093056,4416989193780068353
Fri Mar 15 08:22:27 2024,3.544304,450158592,4416989193780068353
Fri Mar 15 08:22:28 2024,3.535354,450060288,4416989193780068353
Fri Mar 15 08:22:29 2024,2.557545,450060288,4416989193780068353
Fri Mar 15 08:22:30 2024,2.813299,450191360,4416989193780068353
Fri Mar 15 08:22:31 2024,3.045685,450093056,4416989193780068353
Fri Mar 15 08:22:32 2024,3.053435,450125824,4416989193780068353
Fri Mar 15 08:22:33 2024,3.807107,450125824,4416989193780068353
Fri Mar 15 08:22:34 2024,3.299492,450125824,4416989193780068353
Fri Mar 15 08:22:35 2024,3.053435,450125824,4416989193780068353
Fri Mar 15 08:22:36 2024,3.045685,450125824,4416989193780068353
Fri Mar 15 08:22:37 2024,2.557545,450158592,4416989193780068353
Fri Mar 15 08:22:38 2024,3.333333,450060288,4416989193780068353
Fri Mar 15 08:22:39 2024,3.299492,450191360,4416989193780068353
Fri Mar 15 08:22:40 2024,2.806122,450027520,4416989193780068353
Fri Mar 15 08:22:41 2024,1.804124,450158592,4416989193780068353
Fri Mar 15 08:22:42 2024,2.806122,450125824,4416989193780068353
Fri Mar 15 08:22:43 2024,2.813299,450125824,4416989193780068353
Fri Mar 15 08:22:44 2024,4.030227,450125824,4416989193780068353
Fri Mar 15 08:22:45 2024,3.045685,450093056,4416989193780068353
Fri Mar 15 08:22:46 2024,4.040404,450125824,4416989193780068353
Fri Mar 15 08:22:47 2024,2.798982,450060288,4416989193780068353
Fri Mar 15 08:22:48 2024,2.557545,450224128,4416989193780068353
Fri Mar 15 08:22:49 2024,3.553299,450224128,4416989193780068353
Fri Mar 15 08:22:50 2024,2.557545,450093056,4416989193780068353
Fri Mar 15 08:22:51 2024,4.030227,450125824,4416989193780068353
Fri Mar 15 08:22:52 2024,2.806122,450125824,4416989193780068353
Fri Mar 15 08:22:53 2024,2.813299,450125824,4416989193780068353
Fri Mar 15 08:22:54 2024,2.798982,450125824,4416989193780068353
Fri Mar 15 08:22:55 2024,3.053435,450125824,4416989193780068353
Fri Mar 15 08:22:56 2024,3.535354,450125824,4416989193780068353
Fri Mar 15 08:22:57 2024,3.544304,450125824,4416989193780068353
Fri Mar 15 08:22:58 2024,4.260652,450125824,4416989193780068353
Fri Mar 15 08:22:59 2024,3.291139,450125824,4416989193780068353
Fri Mar 15 08:23:00 2024,3.787879,450125824,4416989193780068353
Fri Mar 15 08:23:01 2024,3.061224,450125824,4416989193780068353
Fri Mar 15 08:23:02 2024,3.553299,450125824,4416989193780068353
Fri Mar 15 08:23:03 2024,3.787879,450060288,4416989193780068353
Fri Mar 15 08:23:04 2024,2.813299,450125824,4416989193780068353
Fri Mar 15 08:23:05 2024,0.500000,450125824,4416989193780068353
Fri Mar 15 08:23:06 2024,0.000000,450125824,4416989193780068353
Fri Mar 15 08:23:07 2024,0.000000,450125824,4416989193780068353
Fri Mar 15 08:23:08 2024,0.000000,450125824,4416989193780068353
Fri Mar 15 08:23:09 2024,0.502513,450125824,4416989193780068353
Fri Mar 15 08:23:10 2024,0.000000,450125824,4416989193780068353
