PatternID,InterestSent,ResponsesReceived,Nacks,InterestLoss(%),Inconsistency(%),TotalRTT(ms),AverageRTT(ms)
Overall,10000,10000,0,0.000000,0.000000,78427.436140,7.842744,
1,497,497,0,0.000000,0.000000,3050.812528,6.138456
2,435,435,0,0.000000,0.000000,2694.558156,6.194387
3,382,382,0,0.000000,0.000000,2407.033705,6.301135
4,323,323,0,0.000000,0.000000,2098.936077,6.498254
5,325,325,0,0.000000,0.000000,2068.247044,6.363837
6,262,262,0,0.000000,0.000000,1786.993580,6.820586
7,247,247,0,0.000000,0.000000,1647.680866,6.670773
8,243,243,0,0.000000,0.000000,1669.772462,6.871492
9,217,217,0,0.000000,0.000000,1500.545142,6.914955
10,184,184,0,0.000000,0.000000,1372.550625,7.459514
11,190,190,0,0.000000,0.000000,1391.931989,7.325958
12,197,197,0,0.000000,0.000000,1400.836078,7.110843
13,175,175,0,0.000000,0.000000,1264.717557,7.226957
14,167,167,0,0.000000,0.000000,1201.524147,7.194755
15,161,161,0,0.000000,0.000000,1206.662645,7.494799
16,160,160,0,0.000000,0.000000,1159.737657,7.248360
17,139,139,0,0.000000,0.000000,1004.821262,7.228930
18,127,127,0,0.000000,0.000000,980.934558,7.723894
19,125,125,0,0.000000,0.000000,966.362382,7.730899
20,120,120,0,0.000000,0.000000,998.610820,8.321757
21,126,126,0,0.000000,0.000000,980.358713,7.780625
22,114,114,0,0.000000,0.000000,863.726912,7.576552
23,97,97,0,0.000000,0.000000,831.765420,8.574901
24,117,117,0,0.000000,0.000000,914.700033,7.817949
25,99,99,0,0.000000,0.000000,801.744346,8.098428
26,108,108,0,0.000000,0.000000,879.765820,8.145980
27,116,116,0,0.000000,0.000000,876.316604,7.554453
28,116,116,0,0.000000,0.000000,897.097529,7.733599
29,109,109,0,0.000000,0.000000,895.196425,8.212811
30,97,97,0,0.000000,0.000000,772.726425,7.966252
31,95,95,0,0.000000,0.000000,792.955807,8.346903
32,108,108,0,0.000000,0.000000,829.728387,7.682670
33,98,98,0,0.000000,0.000000,782.890004,7.988674
34,82,82,0,0.000000,0.000000,710.540184,8.665124
35,95,95,0,0.000000,0.000000,772.840252,8.135161
36,87,87,0,0.000000,0.000000,743.158040,8.542046
37,85,85,0,0.000000,0.000000,712.086969,8.377494
38,89,89,0,0.000000,0.000000,741.598903,8.332572
39,76,76,0,0.000000,0.000000,649.754819,8.549406
40,67,67,0,0.000000,0.000000,587.445972,8.767850
41,82,82,0,0.000000,0.000000,709.489818,8.652315
42,85,85,0,0.000000,0.000000,693.086944,8.153964
43,75,75,0,0.000000,0.000000,638.516978,8.513560
44,67,67,0,0.000000,0.000000,593.226942,8.854133
45,72,72,0,0.000000,0.000000,629.777825,8.746914
46,63,63,0,0.000000,0.000000,551.296935,8.750745
47,68,68,0,0.000000,0.000000,565.724987,8.319485
48,80,80,0,0.000000,0.000000,640.409032,8.005113
49,77,77,0,0.000000,0.000000,664.722303,8.632757
50,54,54,0,0.000000,0.000000,500.169404,9.262396
51,66,66,0,0.000000,0.000000,584.678177,8.858760
52,69,69,0,0.000000,0.000000,618.051189,8.957264
53,61,61,0,0.000000,0.000000,553.025087,9.065985
54,71,71,0,0.000000,0.000000,629.829228,8.870834
55,71,71,0,0.000000,0.000000,642.884472,9.054711
56,63,63,0,0.000000,0.000000,577.635342,9.168815
57,66,66,0,0.000000,0.000000,601.875084,9.119319
58,60,60,0,0.000000,0.000000,537.442350,8.957372
59,53,53,0,0.000000,0.000000,499.653494,9.427424
60,63,63,0,0.000000,0.000000,560.148477,8.891246
61,60,60,0,0.000000,0.000000,531.618660,8.860311
62,52,52,0,0.000000,0.000000,482.146064,9.272040
63,59,59,0,0.000000,0.000000,541.637199,9.180292
64,61,61,0,0.000000,0.000000,544.375544,8.924189
65,57,57,0,0.000000,0.000000,551.529091,9.675949
66,64,64,0,0.000000,0.000000,562.471007,8.788609
67,52,52,0,0.000000,0.000000,490.438617,9.431512
68,71,71,0,0.000000,0.000000,649.246424,9.144316
69,39,39,0,0.000000,0.000000,373.838191,9.585595
70,51,51,0,0.000000,0.000000,472.577747,9.266230
71,42,42,0,0.000000,0.000000,394.251944,9.386951
72,53,53,0,0.000000,0.000000,497.623919,9.389131
73,50,50,0,0.000000,0.000000,440.703206,8.814064
74,51,51,0,0.000000,0.000000,485.901031,9.527471
75,56,56,0,0.000000,0.000000,512.883338,9.158631
76,50,50,0,0.000000,0.000000,433.291642,8.665833
77,55,55,0,0.000000,0.000000,505.023751,9.182250
78,47,47,0,0.000000,0.000000,460.758894,9.803381
79,47,47,0,0.000000,0.000000,468.200613,9.961715
80,53,53,0,0.000000,0.000000,486.400238,9.177363
81,46,46,0,0.000000,0.000000,420.624235,9.144005
82,47,47,0,0.000000,0.000000,450.634857,9.587976
83,41,41,0,0.000000,0.000000,391.765448,9.555255
84,51,51,0,0.000000,0.000000,504.584601,9.893816
85,45,45,0,0.000000,0.000000,428.577033,9.523934
86,52,52,0,0.000000,0.000000,482.075470,9.270682
87,51,51,0,0.000000,0.000000,454.290429,8.907655
88,47,47,0,0.000000,0.000000,461.821830,9.825996
89,51,51,0,0.000000,0.000000,455.636495,8.934049
90,41,41,0,0.000000,0.000000,370.286397,9.031376
91,45,45,0,0.000000,0.000000,442.715635,9.838125
92,39,39,0,0.000000,0.000000,397.799521,10.199988
93,50,50,0,0.000000,0.000000,493.311648,9.866233
94,41,41,0,0.000000,0.000000,425.381052,10.375148
95,48,48,0,0.000000,0.000000,425.336639,8.861180
96,42,42,0,0.000000,0.000000,424.027553,10.095894
97,31,31,0,0.000000,0.000000,297.417679,9.594119
98,44,44,0,0.000000,0.000000,434.975971,9.885818
99,52,52,0,0.000000,0.000000,463.834196,8.919888
100,43,43,0,0.000000,0.000000,416.111419,9.677010
